UNIQID	CreditScore	Age	Tenure	Balance	NumOfProducts	HasCrCard	IsActiveMember	EstimatedSalary	Geography_Germany	Geography_Spain	Gender_Male
r2372	850.0	46.0	2.0	157866.77	1.0	1.0	1.0	18986.12	0.0	0.0	0.0
r4632	850.0	36.0	6.0	143644.16	1.0	1.0	0.0	22102.25	1.0	0.0	0.0
r3268	558.0	39.0	10.0	144757.02	1.0	1.0	0.0	22878.16	1.0	0.0	1.0
r4207	579.0	42.0	0.0	144386.32	1.0	1.0	1.0	22497.1	1.0	0.0	1.0
r4075	743.0	45.0	10.0	144677.19	3.0	1.0	0.0	22512.44	1.0	0.0	1.0
r4875	824.0	26.0	7.0	146266.0	1.0	1.0	0.0	21903.62	0.0	0.0	1.0
r2761	433.0	34.0	9.0	152806.74	1.0	1.0	0.0	19687.99	0.0	1.0	1.0
r3058	703.0	37.0	1.0	149762.08	1.0	1.0	0.0	20629.4	0.0	0.0	1.0
r2685	709.0	34.0	4.0	148375.19	2.0	1.0	1.0	21521.38	1.0	0.0	1.0
r4569	792.0	50.0	4.0	146710.76	1.0	1.0	0.0	16528.4	1.0	0.0	0.0
r1195	678.0	41.0	2.0	148088.11	1.0	1.0	0.0	14083.12	0.0	0.0	1.0
r4476	499.0	42.0	0.0	147187.84	1.0	1.0	1.0	14868.94	0.0	1.0	0.0
r1584	656.0	27.0	3.0	150905.03	2.0	1.0	0.0	16998.72	1.0	0.0	0.0
r244	591.0	39.0	4.0	150500.64	1.0	1.0	0.0	14928.8	0.0	0.0	0.0
r4299	790.0	47.0	10.0	148636.21	1.0	0.0	1.0	16119.96	0.0	0.0	0.0
r157	628.0	32.0	9.0	149136.31	2.0	1.0	1.0	16402.11	0.0	0.0	1.0
r4677	520.0	43.0	3.0	150805.17	3.0	0.0	1.0	25333.03	1.0	0.0	1.0
r4160	593.0	39.0	8.0	151391.68	1.0	1.0	0.0	27274.6	1.0	0.0	0.0
r1730	512.0	40.0	8.0	153537.57	2.0	0.0	0.0	23101.13	1.0	0.0	0.0
r2021	653.0	31.0	2.0	154741.45	2.0	0.0	0.0	25183.01	1.0	0.0	1.0
r3451	640.0	33.0	7.0	154575.76	1.0	1.0	0.0	25722.28	0.0	0.0	1.0
r4629	850.0	58.0	8.0	156652.13	1.0	0.0	0.0	25899.21	0.0	0.0	1.0
r1112	688.0	46.0	8.0	155681.72	1.0	1.0	0.0	26287.21	0.0	1.0	0.0
r4669	598.0	50.0	5.0	88379.81	3.0	0.0	1.0	64157.24	1.0	0.0	0.0
r682	821.0	42.0	3.0	87807.29	2.0	1.0	1.0	64613.81	1.0	0.0	1.0
r4813	583.0	48.0	3.0	91246.53	1.0	1.0	0.0	60017.46	0.0	0.0	1.0
r2052	628.0	36.0	3.0	91286.51	1.0	1.0	0.0	63085.94	1.0	0.0	0.0
r613	685.0	30.0	3.0	90536.81	1.0	0.0	1.0	63082.88	1.0	0.0	1.0
r2023	592.0	45.0	8.0	84692.5	1.0	0.0	1.0	67214.02	0.0	1.0	1.0
r669	715.0	33.0	3.0	85227.84	1.0	1.0	1.0	68087.15	0.0	0.0	0.0
r2006	608.0	33.0	9.0	89968.69	1.0	1.0	0.0	68777.26	0.0	0.0	1.0
r4997	597.0	53.0	4.0	88381.21	1.0	1.0	0.0	69384.71	0.0	0.0	0.0
r3466	762.0	34.0	4.0	88815.56	2.0	1.0	0.0	68562.26	1.0	0.0	1.0
r389	670.0	33.0	6.0	88294.6	1.0	1.0	0.0	66979.06	0.0	0.0	1.0
r2339	550.0	62.0	7.0	80927.56	1.0	0.0	1.0	64490.67	0.0	1.0	1.0
r3285	630.0	50.0	1.0	81947.76	1.0	0.0	1.0	63606.22	0.0	0.0	1.0
r4315	521.0	49.0	4.0	82940.25	2.0	0.0	0.0	62413.01	0.0	1.0	0.0
r915	755.0	23.0	5.0	84284.48	2.0	1.0	1.0	62851.6	0.0	0.0	1.0
r4249	497.0	29.0	4.0	85646.81	1.0	0.0	0.0	63233.02	0.0	0.0	0.0
r1172	608.0	34.0	7.0	86656.13	1.0	0.0	1.0	59890.29	0.0	1.0	1.0
r2486	540.0	67.0	1.0	88382.01	1.0	0.0	1.0	59457.0	0.0	1.0	1.0
r1831	733.0	30.0	0.0	83319.28	1.0	0.0	0.0	57769.2	0.0	1.0	0.0
r4312	850.0	42.0	6.0	84445.68	3.0	0.0	1.0	60021.34	1.0	0.0	1.0
r487	660.0	30.0	1.0	84440.1	2.0	1.0	1.0	60485.98	1.0	0.0	1.0
r120	701.0	26.0	5.0	83600.24	1.0	0.0	1.0	59195.05	0.0	1.0	1.0
r103	727.0	31.0	3.0	82729.47	2.0	1.0	0.0	60212.51	1.0	0.0	0.0
r1678	591.0	35.0	2.0	90194.34	2.0	1.0	0.0	57064.57	1.0	0.0	0.0
r2844	705.0	39.0	3.0	92224.56	1.0	1.0	1.0	54517.25	0.0	0.0	0.0
r626	850.0	43.0	8.0	92244.83	2.0	1.0	0.0	54949.73	1.0	0.0	0.0
r1508	602.0	35.0	7.0	90602.42	2.0	1.0	1.0	51695.41	1.0	0.0	1.0
r3691	757.0	57.0	3.0	89079.41	1.0	1.0	1.0	53179.21	0.0	0.0	1.0
r1736	585.0	54.0	8.0	87105.32	1.0	1.0	1.0	55346.14	0.0	0.0	1.0
r2315	682.0	54.0	0.0	83102.72	2.0	1.0	1.0	54132.93	0.0	1.0	0.0
r84	696.0	32.0	4.0	84421.62	1.0	0.0	1.0	52314.71	1.0	0.0	1.0
r1482	587.0	47.0	6.0	71026.77	1.0	1.0	0.0	57962.41	0.0	0.0	1.0
r773	443.0	36.0	6.0	70438.01	2.0	0.0	1.0	56937.43	0.0	1.0	1.0
r612	741.0	64.0	2.0	69311.16	1.0	1.0	1.0	59237.72	0.0	0.0	0.0
r826	658.0	29.0	5.0	75395.53	2.0	0.0	1.0	54914.92	1.0	0.0	1.0
r1671	614.0	25.0	10.0	75212.28	1.0	1.0	0.0	58965.04	0.0	1.0	0.0
r2716	531.0	42.0	6.0	75302.85	2.0	0.0	0.0	57034.35	0.0	1.0	0.0
r1183	427.0	42.0	1.0	75681.52	1.0	1.0	1.0	57098.0	1.0	0.0	1.0
r4453	664.0	44.0	7.0	77526.66	3.0	0.0	0.0	57338.56	0.0	1.0	1.0
r144	668.0	34.0	5.0	80242.37	2.0	0.0	0.0	56780.97	1.0	0.0	1.0
r4621	605.0	56.0	1.0	74129.18	2.0	1.0	1.0	62199.78	1.0	0.0	0.0
r3883	686.0	45.0	3.0	74274.87	3.0	1.0	0.0	64907.48	0.0	1.0	1.0
r576	653.0	55.0	2.0	70263.83	1.0	0.0	1.0	62347.71	0.0	1.0	1.0
r2027	658.0	35.0	9.0	71829.34	1.0	1.0	1.0	68141.92	0.0	1.0	1.0
r1587	667.0	37.0	9.0	71786.9	2.0	1.0	1.0	67734.79	0.0	0.0	0.0
r755	785.0	34.0	9.0	70302.48	1.0	1.0	1.0	68600.36	0.0	0.0	0.0
r589	705.0	33.0	7.0	68423.89	1.0	1.0	1.0	64872.55	0.0	1.0	1.0
r2208	559.0	34.0	5.0	68999.66	2.0	1.0	1.0	66879.27	0.0	0.0	0.0
r4795	687.0	38.0	8.0	69434.4	2.0	1.0	1.0	66580.13	0.0	1.0	1.0
r3235	542.0	38.0	8.0	65942.26	1.0	1.0	1.0	68093.23	0.0	0.0	1.0
r916	749.0	41.0	5.0	57568.94	1.0	1.0	1.0	61128.29	0.0	0.0	1.0
r3345	590.0	37.0	0.0	64345.21	1.0	0.0	1.0	61759.33	0.0	1.0	0.0
r4022	536.0	61.0	8.0	65190.29	1.0	1.0	1.0	64308.49	0.0	0.0	0.0
r392	707.0	73.0	6.0	66573.17	1.0	1.0	1.0	62768.8	0.0	0.0	1.0
r35	539.0	39.0	6.0	62052.28	1.0	0.0	1.0	59755.14	0.0	1.0	0.0
r2436	789.0	27.0	8.0	66201.96	1.0	1.0	1.0	79458.12	0.0	0.0	0.0
r3179	613.0	38.0	9.0	67111.65	1.0	1.0	0.0	78566.64	1.0	0.0	1.0
r4191	749.0	46.0	9.0	66582.81	1.0	1.0	0.0	78753.12	0.0	1.0	0.0
r1794	673.0	30.0	1.0	64097.75	1.0	1.0	1.0	77783.35	0.0	0.0	1.0
r3106	445.0	62.0	1.0	64119.38	1.0	1.0	1.0	76569.64	0.0	1.0	1.0
r3686	578.0	40.0	6.0	63609.92	1.0	0.0	0.0	74965.61	0.0	1.0	1.0
r3483	576.0	63.0	9.0	70655.48	1.0	0.0	0.0	78955.8	0.0	0.0	1.0
r2155	593.0	36.0	2.0	70181.48	2.0	1.0	0.0	80608.12	0.0	0.0	1.0
r2341	547.0	30.0	9.0	72392.41	1.0	1.0	0.0	77077.14	1.0	0.0	0.0
r1537	614.0	38.0	4.0	72594.0	1.0	1.0	1.0	76042.48	0.0	0.0	0.0
r71	744.0	38.0	6.0	73023.17	2.0	1.0	0.0	78770.86	1.0	0.0	1.0
r4394	781.0	48.0	0.0	57098.96	1.0	1.0	0.0	85644.06	0.0	0.0	0.0
r4439	525.0	59.0	6.0	55328.4	1.0	1.0	0.0	83342.73	0.0	0.0	0.0
r2688	599.0	33.0	2.0	51949.95	2.0	1.0	0.0	85045.92	1.0	0.0	1.0
r1126	543.0	35.0	10.0	59408.63	1.0	1.0	0.0	76773.53	0.0	1.0	1.0
r2852	632.0	30.0	1.0	58668.02	1.0	1.0	1.0	78670.52	1.0	0.0	1.0
r55	472.0	31.0	4.0	58662.92	2.0	0.0	1.0	73322.0	0.0	0.0	1.0
r4916	651.0	45.0	6.0	86714.06	1.0	1.0	0.0	85869.89	1.0	0.0	0.0
r4766	589.0	37.0	7.0	85146.48	2.0	1.0	0.0	86490.09	0.0	0.0	1.0
r4176	669.0	51.0	3.0	88827.53	1.0	0.0	0.0	85250.77	0.0	1.0	1.0
r4028	543.0	42.0	4.0	89838.71	3.0	1.0	0.0	85983.54	0.0	0.0	1.0
r3688	722.0	47.0	2.0	88011.4	1.0	1.0	1.0	90655.94	0.0	0.0	0.0
r1304	660.0	52.0	4.0	86891.84	1.0	1.0	0.0	90877.76	1.0	0.0	0.0
r4550	677.0	29.0	3.0	86616.35	1.0	0.0	0.0	91903.9	0.0	0.0	0.0
r3750	817.0	46.0	0.0	89087.89	1.0	0.0	1.0	87941.85	1.0	0.0	0.0
r231	487.0	53.0	10.0	89550.85	1.0	0.0	1.0	90076.85	0.0	0.0	0.0
r1284	630.0	25.0	7.0	79656.81	1.0	1.0	0.0	93524.22	1.0	0.0	0.0
r2236	551.0	31.0	9.0	82293.82	2.0	1.0	1.0	91565.25	1.0	0.0	1.0
r4474	676.0	34.0	8.0	82909.14	1.0	1.0	0.0	91817.38	0.0	0.0	0.0
r2821	698.0	36.0	2.0	82275.35	2.0	1.0	1.0	93249.26	0.0	0.0	1.0
r4305	497.0	41.0	5.0	80542.81	1.0	0.0	0.0	88729.22	1.0	0.0	1.0
r1341	767.0	43.0	1.0	76408.85	2.0	1.0	0.0	77837.63	0.0	0.0	1.0
r869	743.0	42.0	7.0	77002.2	2.0	1.0	1.0	80428.42	0.0	0.0	1.0
r2927	594.0	31.0	0.0	79340.95	1.0	1.0	0.0	78255.86	0.0	0.0	0.0
r1666	758.0	41.0	10.0	79857.64	1.0	1.0	1.0	78088.17	1.0	0.0	1.0
r2299	584.0	36.0	4.0	82696.09	2.0	0.0	0.0	83058.14	0.0	1.0	1.0
r2136	659.0	29.0	9.0	82916.48	1.0	1.0	1.0	84133.48	1.0	0.0	1.0
r1398	584.0	40.0	4.0	82441.75	1.0	0.0	0.0	80852.11	0.0	0.0	0.0
r2729	654.0	43.0	9.0	84673.17	2.0	0.0	1.0	82081.35	1.0	0.0	1.0
r414	540.0	28.0	6.0	84121.04	1.0	0.0	1.0	80698.54	0.0	1.0	0.0
r1074	499.0	60.0	7.0	76961.6	2.0	1.0	1.0	83643.87	0.0	0.0	1.0
r2873	548.0	33.0	1.0	80107.83	2.0	0.0	1.0	82245.67	0.0	0.0	0.0
r208	625.0	52.0	2.0	79468.96	1.0	1.0	1.0	84606.03	0.0	0.0	0.0
r2139	749.0	46.0	10.0	78136.36	2.0	1.0	1.0	73470.98	1.0	0.0	1.0
r4086	592.0	35.0	6.0	80285.16	1.0	1.0	0.0	72678.75	0.0	1.0	1.0
r1165	525.0	36.0	3.0	77910.23	1.0	1.0	0.0	67238.01	0.0	1.0	1.0
r4846	753.0	51.0	4.0	79811.72	2.0	0.0	1.0	68260.27	0.0	1.0	1.0
r4576	684.0	63.0	3.0	81245.79	1.0	1.0	0.0	69643.31	1.0	0.0	0.0
r466	798.0	29.0	8.0	80204.11	2.0	1.0	0.0	70223.22	1.0	0.0	0.0
r4990	615.0	34.0	1.0	83503.11	2.0	1.0	1.0	73124.53	0.0	0.0	1.0
r1821	663.0	42.0	1.0	82228.67	2.0	1.0	0.0	71359.78	0.0	0.0	0.0
r1233	570.0	18.0	4.0	82767.42	1.0	1.0	0.0	71811.9	0.0	0.0	0.0
r3065	774.0	60.0	5.0	85891.55	1.0	1.0	0.0	74135.48	0.0	0.0	1.0
r162	758.0	32.0	2.0	84378.9	1.0	1.0	1.0	75396.43	0.0	0.0	0.0
r3702	661.0	41.0	5.0	28082.95	1.0	1.0	0.0	69586.27	0.0	1.0	0.0
r4868	618.0	49.0	9.0	44301.43	3.0	1.0	1.0	89729.3	0.0	0.0	0.0
r2555	493.0	32.0	8.0	46161.18	1.0	1.0	1.0	79577.4	0.0	1.0	1.0
r4834	720.0	64.0	3.0	45752.78	2.0	1.0	0.0	79623.28	0.0	1.0	1.0
r2671	695.0	45.0	9.0	43134.65	1.0	0.0	1.0	77330.35	0.0	0.0	1.0
r3143	643.0	45.0	4.0	45144.43	1.0	1.0	0.0	60917.24	0.0	0.0	0.0
r4785	586.0	60.0	3.0	47020.65	2.0	0.0	1.0	63241.21	0.0	0.0	0.0
r4398	576.0	55.0	6.0	44582.07	3.0	0.0	1.0	67539.85	0.0	0.0	0.0
r3397	721.0	55.0	3.0	44020.89	1.0	1.0	0.0	65864.4	0.0	0.0	0.0
r3856	768.0	26.0	5.0	51116.26	1.0	1.0	1.0	70454.79	0.0	0.0	0.0
r3225	628.0	46.0	1.0	46870.43	4.0	1.0	0.0	31272.14	0.0	0.0	0.0
r4116	641.0	65.0	6.0	38340.02	1.0	1.0	0.0	32607.77	0.0	0.0	1.0
r3100	673.0	34.0	8.0	42157.08	1.0	1.0	0.0	20598.59	0.0	0.0	0.0
r926	644.0	30.0	5.0	44928.88	1.0	1.0	1.0	10771.46	0.0	0.0	1.0
r2200	824.0	77.0	3.0	27517.15	2.0	0.0	1.0	2746.41	1.0	0.0	1.0
r3255	582.0	46.0	8.0	67563.31	1.0	1.0	0.0	44506.09	0.0	1.0	0.0
r2110	708.0	46.0	7.0	68799.72	1.0	1.0	1.0	39704.14	0.0	1.0	1.0
r4691	601.0	39.0	3.0	72647.64	1.0	1.0	0.0	41777.9	0.0	0.0	1.0
r4163	689.0	55.0	1.0	76296.81	1.0	1.0	0.0	42364.75	1.0	0.0	0.0
r2577	641.0	37.0	7.0	62974.64	2.0	0.0	1.0	39016.43	1.0	0.0	0.0
r2666	771.0	32.0	5.0	62321.62	1.0	1.0	1.0	40920.59	0.0	0.0	1.0
r1002	676.0	34.0	1.0	63095.01	1.0	1.0	1.0	40645.81	0.0	0.0	0.0
r2604	735.0	39.0	1.0	60374.98	1.0	1.0	0.0	40223.74	0.0	1.0	1.0
r1700	821.0	31.0	2.0	68927.57	1.0	1.0	1.0	25445.0	1.0	0.0	0.0
r4147	705.0	47.0	3.0	63488.7	1.0	0.0	1.0	28640.92	0.0	1.0	0.0
r1331	582.0	26.0	4.0	65848.36	2.0	1.0	0.0	30149.21	0.0	1.0	1.0
r2832	718.0	28.0	4.0	65643.3	1.0	1.0	0.0	28760.99	1.0	0.0	1.0
r1040	721.0	36.0	3.0	65253.07	2.0	1.0	0.0	28737.78	1.0	0.0	0.0
r557	665.0	34.0	5.0	67816.72	1.0	1.0	1.0	29641.58	0.0	0.0	0.0
r2957	667.0	42.0	10.0	64404.26	2.0	0.0	0.0	26022.37	1.0	0.0	0.0
r1652	628.0	29.0	9.0	71996.29	1.0	1.0	1.0	34857.46	0.0	0.0	0.0
r475	682.0	36.0	5.0	72373.62	2.0	1.0	0.0	36895.99	1.0	0.0	1.0
r2106	587.0	36.0	1.0	70784.27	1.0	1.0	0.0	30579.82	0.0	0.0	0.0
r685	677.0	36.0	10.0	68806.84	1.0	1.0	0.0	33075.24	1.0	0.0	0.0
r3096	850.0	31.0	6.0	67996.23	2.0	0.0	0.0	50129.87	0.0	0.0	1.0
r4259	513.0	44.0	1.0	63562.02	2.0	0.0	1.0	52629.73	0.0	0.0	1.0
r1585	432.0	27.0	6.0	62339.81	2.0	0.0	0.0	53874.67	0.0	0.0	0.0
r216	682.0	24.0	9.0	57929.81	2.0	0.0	0.0	53134.3	1.0	0.0	1.0
r139	411.0	29.0	0.0	59697.17	2.0	1.0	1.0	53483.21	0.0	0.0	1.0
r1192	617.0	44.0	9.0	49157.09	2.0	1.0	0.0	53294.17	1.0	0.0	1.0
r2661	670.0	45.0	5.0	47884.92	1.0	1.0	1.0	54340.24	0.0	0.0	0.0
r1783	655.0	45.0	7.0	57327.04	1.0	0.0	1.0	47349.0	0.0	0.0	0.0
r761	729.0	34.0	9.0	53299.96	2.0	1.0	1.0	42855.97	0.0	1.0	0.0
r611	720.0	26.0	10.0	51962.91	2.0	1.0	0.0	45507.24	0.0	0.0	1.0
r2889	714.0	33.0	3.0	35016.6	1.0	1.0	0.0	53667.08	1.0	0.0	1.0
r1753	636.0	34.0	2.0	40105.51	2.0	0.0	1.0	53512.16	1.0	0.0	1.0
r2175	614.0	51.0	4.0	40685.92	1.0	1.0	1.0	46775.28	0.0	0.0	1.0
r4641	564.0	53.0	2.0	45472.28	1.0	1.0	1.0	41055.71	0.0	0.0	0.0
r592	435.0	32.0	2.0	57017.06	2.0	1.0	1.0	5907.11	1.0	0.0	1.0
r2888	769.0	31.0	4.0	61297.05	2.0	1.0	1.0	7118.02	0.0	0.0	1.0
r3845	604.0	47.0	8.0	62094.71	3.0	0.0	0.0	9308.1	0.0	0.0	0.0
r3399	716.0	52.0	7.0	65971.61	2.0	1.0	0.0	14608.0	0.0	0.0	0.0
r1758	594.0	38.0	6.0	63176.44	2.0	1.0	1.0	14466.08	1.0	0.0	1.0
r4842	656.0	34.0	6.0	59877.33	1.0	1.0	0.0	14032.62	0.0	1.0	0.0
r1739	775.0	25.0	10.0	60205.2	2.0	1.0	0.0	14073.11	1.0	0.0	1.0
r3321	707.0	35.0	3.0	56674.48	1.0	1.0	0.0	17987.4	0.0	1.0	0.0
r199	700.0	44.0	2.0	58781.76	1.0	1.0	0.0	16874.92	0.0	0.0	0.0
r3905	612.0	33.0	5.0	69478.57	1.0	1.0	0.0	8973.67	0.0	1.0	1.0
r3441	542.0	59.0	2.0	68892.77	2.0	1.0	0.0	7905.06	0.0	0.0	0.0
r2781	634.0	41.0	8.0	68213.99	1.0	1.0	1.0	6382.46	0.0	0.0	0.0
r43	611.0	38.0	4.0	71018.6	2.0	1.0	0.0	2444.29	0.0	0.0	1.0
r308	557.0	33.0	3.0	54503.55	1.0	1.0	1.0	371.05	0.0	0.0	1.0
r1680	698.0	41.0	3.0	90605.29	1.0	1.0	1.0	14357.0	0.0	0.0	1.0
r4823	640.0	47.0	6.0	89799.46	2.0	0.0	1.0	13783.77	0.0	0.0	0.0
r4496	646.0	57.0	6.0	90212.0	1.0	1.0	0.0	13911.27	1.0	0.0	0.0
r1477	582.0	32.0	1.0	88938.62	1.0	1.0	1.0	10054.53	1.0	0.0	1.0
r3425	498.0	41.0	4.0	87541.06	2.0	1.0	1.0	12577.21	1.0	0.0	0.0
r3109	650.0	25.0	3.0	86605.5	3.0	1.0	0.0	16649.31	0.0	1.0	0.0
r1239	465.0	25.0	2.0	78247.31	2.0	1.0	1.0	10472.31	0.0	0.0	1.0
r2948	768.0	25.0	0.0	78396.08	1.0	1.0	1.0	8316.19	0.0	0.0	1.0
r428	752.0	49.0	2.0	78653.84	1.0	1.0	0.0	7698.6	0.0	0.0	1.0
r3631	850.0	35.0	2.0	80931.75	1.0	0.0	0.0	12639.67	1.0	0.0	0.0
r260	718.0	49.0	10.0	82321.88	1.0	0.0	1.0	11144.4	0.0	1.0	0.0
r2583	632.0	29.0	7.0	80922.75	1.0	1.0	0.0	7820.78	0.0	1.0	0.0
r4307	617.0	39.0	5.0	83348.89	3.0	1.0	0.0	7953.62	1.0	0.0	0.0
r1013	685.0	34.0	6.0	83264.28	1.0	0.0	0.0	9663.28	0.0	1.0	1.0
r232	578.0	38.0	7.0	82259.29	1.0	1.0	0.0	8996.97	0.0	0.0	1.0
r704	532.0	60.0	5.0	76705.87	2.0	0.0	1.0	13889.73	0.0	0.0	1.0
r2187	741.0	50.0	1.0	78737.61	1.0	1.0	1.0	13018.96	0.0	1.0	1.0
r3304	689.0	38.0	5.0	75075.14	1.0	1.0	1.0	8651.92	0.0	1.0	1.0
r2709	580.0	36.0	3.0	74974.89	1.0	1.0	1.0	12099.67	1.0	0.0	0.0
r3682	735.0	41.0	7.0	74135.85	1.0	1.0	1.0	11783.1	0.0	0.0	1.0
r2443	711.0	21.0	0.0	82844.33	2.0	0.0	1.0	1408.68	0.0	0.0	0.0
r763	666.0	31.0	2.0	79589.43	1.0	0.0	0.0	4050.57	0.0	0.0	0.0
r3687	731.0	43.0	9.0	79120.27	1.0	0.0	0.0	548.52	1.0	0.0	0.0
r1205	641.0	30.0	2.0	87505.47	2.0	0.0	1.0	7278.57	0.0	0.0	1.0
r2559	781.0	33.0	3.0	89276.48	1.0	1.0	0.0	6959.0	0.0	0.0	1.0
r3335	714.0	51.0	4.0	88308.87	3.0	0.0	0.0	5862.53	0.0	0.0	0.0
r4447	581.0	54.0	4.0	89299.81	1.0	0.0	0.0	5558.47	0.0	0.0	1.0
r2552	518.0	28.0	9.0	85146.36	1.0	0.0	0.0	2803.89	0.0	0.0	0.0
r4733	597.0	43.0	2.0	85162.26	1.0	0.0	1.0	5104.08	0.0	1.0	1.0
r1299	654.0	55.0	3.0	87485.67	1.0	1.0	1.0	3299.01	0.0	0.0	1.0
r81	621.0	35.0	7.0	87619.29	1.0	1.0	0.0	143.34	0.0	0.0	1.0
r4226	526.0	52.0	8.0	93590.47	1.0	0.0	1.0	21228.71	0.0	0.0	1.0
r4625	663.0	46.0	6.0	95439.4	1.0	1.0	1.0	21038.58	1.0	0.0	0.0
r530	744.0	39.0	4.0	95161.75	1.0	1.0	0.0	19409.77	0.0	1.0	1.0
r736	619.0	35.0	4.0	90413.12	1.0	1.0	1.0	20555.21	0.0	0.0	0.0
r4159	681.0	44.0	4.0	91115.76	2.0	0.0	0.0	24208.84	1.0	0.0	0.0
r2168	545.0	38.0	1.0	88293.13	2.0	1.0	1.0	24302.95	0.0	0.0	1.0
r4069	795.0	56.0	9.0	94348.94	1.0	1.0	0.0	29239.29	1.0	0.0	0.0
r1748	774.0	26.0	2.0	93844.69	1.0	1.0	0.0	28415.36	0.0	0.0	1.0
r3409	736.0	57.0	9.0	95295.39	1.0	1.0	0.0	28434.44	1.0	0.0	1.0
r3608	613.0	59.0	8.0	91415.76	1.0	0.0	0.0	27965.0	1.0	0.0	1.0
r1558	641.0	26.0	4.0	91547.84	2.0	0.0	1.0	28157.34	0.0	0.0	0.0
r1054	618.0	39.0	2.0	91068.56	1.0	1.0	0.0	26578.69	0.0	0.0	1.0
r3438	538.0	38.0	8.0	88758.95	2.0	0.0	0.0	28226.15	0.0	0.0	0.0
r554	682.0	33.0	8.0	74963.5	1.0	1.0	1.0	32770.56	0.0	0.0	0.0
r1189	581.0	43.0	9.0	78022.61	1.0	0.0	1.0	30662.91	0.0	1.0	1.0
r4527	718.0	52.0	8.0	79475.3	3.0	1.0	1.0	32421.32	0.0	0.0	1.0
r3523	661.0	42.0	9.0	75361.44	1.0	1.0	0.0	27608.12	0.0	1.0	0.0
r4013	480.0	47.0	8.0	75408.33	1.0	1.0	0.0	25887.89	0.0	1.0	1.0
r1784	611.0	29.0	4.0	78885.88	2.0	1.0	1.0	26927.69	1.0	0.0	0.0
r1695	694.0	39.0	5.0	77652.4	1.0	1.0	1.0	25407.59	0.0	0.0	1.0
r3223	626.0	44.0	10.0	81553.93	1.0	1.0	0.0	20063.63	0.0	0.0	0.0
r2161	643.0	34.0	3.0	83132.09	1.0	1.0	1.0	21360.88	0.0	1.0	1.0
r3234	823.0	46.0	3.0	81576.75	1.0	1.0	1.0	28370.95	0.0	1.0	0.0
r2409	653.0	32.0	4.0	83772.95	1.0	0.0	1.0	23920.65	0.0	0.0	0.0
r2724	575.0	53.0	1.0	84903.33	2.0	0.0	1.0	26015.8	0.0	1.0	1.0
r45	714.0	21.0	6.0	86402.52	2.0	0.0	0.0	27330.59	1.0	0.0	1.0
r4090	538.0	62.0	3.0	75051.49	1.0	0.0	0.0	17682.02	0.0	0.0	0.0
r2165	667.0	70.0	3.0	77356.92	2.0	1.0	1.0	20881.96	1.0	0.0	1.0
r3159	684.0	48.0	3.0	73309.38	1.0	0.0	0.0	21228.34	0.0	0.0	0.0
r1406	656.0	30.0	4.0	74323.2	1.0	1.0	1.0	22929.08	0.0	0.0	0.0
r3274	521.0	34.0	7.0	70731.07	1.0	1.0	1.0	20243.97	0.0	1.0	0.0
r4793	681.0	43.0	3.0	66338.68	1.0	1.0	1.0	18772.5	0.0	0.0	1.0
r1125	572.0	33.0	9.0	68193.72	1.0	1.0	0.0	19998.31	0.0	0.0	1.0
r3069	850.0	35.0	1.0	211774.31	1.0	1.0	0.0	188574.12	0.0	0.0	0.0
r4478	596.0	21.0	4.0	210433.08	2.0	0.0	1.0	197297.77	0.0	0.0	1.0
r4192	679.0	47.0	10.0	198546.1	2.0	1.0	0.0	191198.92	0.0	0.0	1.0
r956	592.0	37.0	4.0	212692.97	1.0	0.0	0.0	176395.02	0.0	0.0	1.0
r3208	705.0	40.0	5.0	203715.15	1.0	1.0	0.0	179978.68	0.0	1.0	0.0
r3693	657.0	36.0	8.0	188241.05	2.0	0.0	0.0	183058.51	0.0	1.0	1.0
r3968	664.0	53.0	7.0	187602.18	1.0	1.0	0.0	186392.99	0.0	1.0	0.0
r1968	778.0	31.0	9.0	182275.23	2.0	1.0	0.0	190631.23	1.0	0.0	1.0
r4034	678.0	60.0	8.0	185648.56	1.0	0.0	0.0	192156.54	0.0	0.0	1.0
r357	477.0	39.0	4.0	182491.57	1.0	1.0	0.0	185830.72	1.0	0.0	0.0
r3046	693.0	41.0	9.0	181461.48	3.0	1.0	1.0	187929.43	1.0	0.0	0.0
r375	461.0	74.0	1.0	186445.31	2.0	1.0	1.0	196767.83	1.0	0.0	0.0
r306	762.0	69.0	9.0	183744.98	1.0	1.0	1.0	196993.69	0.0	1.0	0.0
r73	493.0	35.0	8.0	178317.6	1.0	0.0	0.0	197428.64	1.0	0.0	0.0
r3389	850.0	63.0	8.0	169832.57	1.0	0.0	0.0	184107.26	0.0	0.0	1.0
r3137	548.0	32.0	2.0	172448.77	1.0	1.0	0.0	188083.77	0.0	0.0	0.0
r2199	715.0	32.0	8.0	175307.32	1.0	1.0	0.0	187051.23	0.0	0.0	1.0
r3998	640.0	43.0	9.0	172478.15	1.0	1.0	0.0	191084.4	0.0	1.0	1.0
r1722	799.0	22.0	8.0	174185.98	2.0	0.0	1.0	192633.85	0.0	0.0	0.0
r1078	471.0	42.0	3.0	164951.56	1.0	1.0	0.0	190531.77	0.0	0.0	1.0
r2941	746.0	21.0	8.0	166883.07	2.0	0.0	1.0	194563.65	0.0	0.0	0.0
