CreditScore	Age	Tenure	Balance	NumOfProducts	HasCrCard	IsActiveMember	EstimatedSalary	Geography_Germany	Geography_Spain	Gender_Male
690	47	2	0.0	2	1	0	151375.73	0	0	1
687	41	10	134318.21	2	1	1	198064.52	1	0	1
580	33	7	131647.01	2	0	0	79775.19	1	0	0
652	36	6	112518.71	2	0	1	110421.31	0	0	0
700	37	1	135179.49	1	1	0	160670.37	0	0	1
593	29	2	152265.43	1	1	0	34004.44	0	0	0
585	28	9	135337.49	2	1	1	40385.61	1	0	0
640	46	8	0.0	2	1	0	89043.19	0	1	0
677	37	3	0.0	2	1	1	38252.25	0	0	0
691	40	1	0.0	2	1	1	145613.17	0	1	1
643	59	3	170331.37	1	1	1	32171.79	1	0	1
833	28	4	136674.51	2	0	0	5278.78	0	0	0
721	40	7	0.0	2	1	1	122580.48	0	0	0
850	35	5	0.0	1	1	1	80992.8	0	0	0
671	48	8	115713.84	2	0	0	83210.84	0	0	0
717	36	2	164557.95	1	0	1	82336.73	0	1	0
768	44	6	60603.4	1	1	1	178045.97	0	1	0
716	44	6	155114.9	1	0	0	133871.83	0	0	0
518	28	9	85146.36	1	0	0	2803.89	0	0	0
698	38	2	130015.24	1	1	1	41595.3	0	0	1
794	30	8	0.0	2	1	1	24113.91	0	0	1
493	32	8	46161.18	1	1	1	79577.4	0	1	1
624	38	3	0.0	2	1	1	163666.85	0	0	0
772	42	0	101979.16	1	1	0	90928.48	1	0	0
693	28	1	145118.83	1	0	1	77742.38	0	1	1
781	33	3	89276.48	1	1	0	6959.0	0	0	1
639	39	1	141789.15	1	1	0	92455.96	0	1	0
627	37	7	147361.57	1	1	1	133031.96	1	0	0
755	29	3	0.0	3	1	0	4733.94	0	0	0
589	32	2	0.0	2	0	1	9468.64	0	0	1
655	20	7	134397.61	1	0	0	28029.54	0	0	0
562	33	6	0.0	2	1	0	111590.35	0	0	1
665	37	5	160389.82	1	0	1	183542.08	0	0	0
505	37	0	134006.39	1	1	1	93736.69	0	1	1
604	36	10	113546.3	1	1	1	134875.37	1	0	1
673	34	1	127122.79	3	0	1	76703.1	1	0	0
629	33	6	0.0	2	1	1	59129.72	0	0	0
684	32	9	100249.41	2	0	1	67599.69	0	0	1
537	38	1	96939.06	1	1	1	102606.92	0	1	0
695	39	5	0.0	2	0	0	102763.69	0	1	0
632	42	4	126115.6	1	1	0	100998.5	0	0	1
585	44	4	0.0	2	0	1	101728.46	0	1	0
454	40	2	123177.01	1	1	0	148309.98	0	1	1
641	37	7	62974.64	2	0	1	39016.43	1	0	0
686	22	5	0.0	2	1	0	158974.45	0	1	1
585	34	1	0.0	1	1	1	75503.6	0	0	0
611	36	10	103294.56	1	1	0	160548.12	1	0	0
651	34	2	90355.12	2	0	0	193597.94	1	0	1
780	76	10	121313.88	1	0	1	64872.33	0	0	1
632	29	7	80922.75	1	1	0	7820.78	0	1	0
488	34	3	0.0	2	1	1	125979.36	0	0	1
573	47	8	154543.98	1	1	0	29586.73	0	0	0
739	25	5	113113.12	1	1	0	129181.27	1	0	0
669	45	1	123949.75	1	0	0	110881.56	1	0	1
657	30	1	139762.13	2	1	1	23317.88	1	0	1
635	34	3	134692.4	2	1	1	83773.02	0	0	1
593	69	2	187013.13	2	0	1	105898.69	1	0	1
510	22	3	156834.34	1	0	0	44374.44	0	0	0
643	45	9	150840.03	2	1	0	155516.35	0	1	0
658	45	9	134562.8	1	1	1	159268.67	1	0	0
722	46	5	0.0	2	1	0	179908.71	0	0	1
696	32	8	101160.99	1	1	1	115916.55	1	0	1
755	34	3	0.0	2	1	1	158816.03	0	0	1
798	32	7	0.0	2	0	1	37731.95	0	0	1
639	38	9	130233.14	1	1	1	81861.1	0	1	1
540	48	0	148116.48	1	0	0	116973.48	0	0	1
564	33	4	135946.26	1	1	0	63170.0	0	0	0
592	38	8	119278.01	2	0	1	19370.73	0	0	0
510	65	2	0.0	2	1	1	48071.61	0	0	1
579	31	9	0.0	1	0	1	139048.0	0	0	1
735	39	1	60374.98	1	1	0	40223.74	0	1	1
678	83	6	123356.63	1	0	1	92934.41	1	0	1
682	59	0	122661.39	1	0	1	84803.76	0	1	0
507	29	6	0.0	2	0	1	94780.9	0	1	0
796	40	1	99745.95	1	1	0	177524.19	1	0	0
746	36	9	127157.04	1	1	1	155700.15	0	0	1
631	34	6	125227.82	2	0	1	128247.03	1	0	0
649	47	1	0.0	2	1	1	145593.85	0	0	1
643	36	0	148159.71	1	0	0	55835.66	0	0	1
816	40	9	109003.26	1	1	1	79580.56	1	0	0
652	45	2	151421.44	1	0	1	115333.43	1	0	1
806	25	7	0.0	2	1	0	18461.9	0	1	1
751	36	5	73194.99	1	1	1	89222.66	1	0	1
635	35	2	113635.16	1	1	0	90883.12	0	1	1
563	32	6	0.0	2	1	1	19720.08	0	1	1
794	30	1	154970.54	1	0	1	156768.45	0	1	0
617	42	0	70105.87	1	1	1	120830.73	0	1	1
571	40	5	0.0	2	0	0	72849.29	0	0	1
638	32	0	0.0	2	1	0	160129.99	0	0	0
724	28	5	0.0	1	1	0	59351.68	0	0	0
655	39	6	94631.26	2	1	1	148948.52	0	0	0
794	33	0	0.0	2	0	0	178122.71	0	0	1
461	34	5	63663.93	1	0	1	167784.28	1	0	0
666	35	2	104832.49	1	1	0	175015.12	0	1	1
606	71	8	0.0	2	1	1	169741.96	0	0	0
850	30	2	0.0	2	0	1	27937.12	0	1	1
701	37	1	0.0	2	1	0	163457.55	0	0	1
592	62	5	0.0	1	1	1	100941.57	0	0	0
672	34	6	0.0	1	0	0	22736.06	0	0	1
476	32	6	111871.93	1	0	0	112132.86	0	0	0
678	35	4	0.0	1	1	0	125518.32	0	0	0
741	29	8	0.0	2	1	1	115994.52	0	0	1
597	41	4	145809.53	2	1	1	52319.26	0	0	0
641	57	5	0.0	2	1	1	122449.18	0	0	1
470	48	6	140576.11	1	1	1	116971.05	0	1	0
650	25	7	160599.06	2	1	1	28391.52	0	1	1
535	45	2	0.0	2	1	0	125658.28	0	0	1
545	32	4	0.0	1	1	0	94739.2	0	1	0
663	42	5	124626.07	1	1	1	78004.5	0	0	0
487	40	6	136093.74	1	0	1	193408.43	0	1	0
542	34	8	108653.93	1	0	1	144725.14	0	1	1
521	61	0	125193.96	1	1	1	109356.53	1	0	0
611	46	6	0.0	2	1	0	45886.33	0	1	1
656	18	10	151762.74	1	0	1	127014.32	0	0	1
710	30	10	0.0	2	1	0	19500.1	0	1	0
849	27	0	0.0	2	0	1	157891.86	0	0	1
774	42	2	132193.94	2	1	1	162865.52	1	0	1
628	42	7	0.0	2	0	1	172967.87	0	1	1
473	32	5	146602.25	2	1	1	72946.95	1	0	0
582	29	0	0.0	1	1	1	84012.81	0	0	0
473	35	7	131504.73	1	1	0	189560.43	1	0	0
710	31	3	0.0	2	1	1	112289.06	0	0	0
527	53	8	0.0	1	1	1	51711.57	0	1	1
600	32	1	0.0	1	1	1	101986.16	0	0	1
580	65	1	0.0	2	0	1	103182.46	0	1	0
512	31	7	0.0	2	0	0	49326.07	0	0	0
808	45	7	118626.55	2	1	0	147132.46	0	0	1
670	45	5	47884.92	1	1	1	54340.24	0	0	0
792	25	8	142862.21	1	1	1	130639.01	0	1	1
623	28	7	0.0	1	0	0	129526.57	0	0	1
695	29	5	0.0	2	1	1	6770.44	0	0	1
639	32	9	0.0	2	1	0	111340.36	0	0	1
771	32	5	62321.62	1	1	1	40920.59	0	0	1
492	31	7	0.0	2	1	1	49463.44	0	0	0
561	37	1	100443.36	2	0	1	101693.73	0	0	1
662	38	0	105271.56	1	0	1	179833.45	0	0	1
850	37	4	126872.6	1	1	0	197266.58	0	0	1
695	45	9	43134.65	1	0	1	77330.35	0	0	1
704	42	8	129735.3	2	1	1	179565.57	0	0	1
773	52	2	0.0	2	1	0	57337.79	0	1	1
827	46	1	183276.32	1	1	1	13460.27	0	1	1
634	34	1	0.0	2	1	0	61995.57	0	1	1
653	27	9	0.0	2	1	0	96429.29	0	0	0
688	38	7	123544.21	1	1	1	157664.02	0	0	0
762	28	2	0.0	2	1	0	167909.52	0	0	1
568	27	1	116320.68	1	0	1	45563.94	0	1	0
707	47	3	0.0	2	1	0	174303.29	0	0	1
610	31	5	0.0	2	0	0	63736.36	0	1	0
732	40	10	0.0	2	1	0	154189.08	0	0	0
701	51	9	0.0	2	0	0	61961.57	0	0	1
603	40	8	148897.02	1	0	0	105052.9	1	0	0
709	34	4	148375.19	2	1	1	21521.38	1	0	1
746	24	3	137492.35	2	0	1	170142.09	0	0	1
659	33	8	115409.6	1	0	1	1539.21	0	1	0
599	33	2	51949.95	2	1	0	85045.92	1	0	1
608	23	8	197715.93	2	1	1	116124.28	1	0	1
650	26	4	214346.96	2	1	0	128815.33	1	0	1
744	39	6	0.0	1	0	0	10662.58	0	0	0
528	43	7	97473.87	2	1	1	159823.16	0	1	1
487	36	1	140137.15	1	1	0	194073.33	0	1	0
774	42	3	137781.65	1	0	0	199316.19	0	0	0
775	33	3	83501.66	2	1	0	128841.31	1	0	1
630	36	2	110414.48	1	1	1	48984.95	0	0	0
623	28	4	0.0	2	1	0	41227.67	0	0	0
555	33	1	56084.69	2	0	0	178798.13	0	1	1
651	34	9	0.0	2	1	0	138113.71	0	0	0
699	49	2	0.0	1	0	0	105760.01	0	0	0
641	25	10	0.0	2	1	1	180808.39	0	1	1
623	40	6	0.0	2	1	1	66119.07	0	0	1
607	36	8	158261.68	1	1	1	76744.72	0	1	1
764	39	5	81042.42	1	0	1	109805.17	0	0	0
509	31	3	0.0	2	1	0	15360.91	0	0	1
490	48	8	155413.06	1	1	0	187921.3	0	1	0
710	23	6	0.0	2	1	1	134188.11	0	1	1
756	19	4	130274.22	1	1	1	133535.29	0	1	1
580	36	3	74974.89	1	1	1	12099.67	1	0	0
693	29	2	151352.74	1	0	0	197145.89	0	0	1
611	51	1	122874.74	1	1	1	149648.45	0	1	1
579	26	10	162482.76	1	1	1	18458.2	0	0	0
677	43	3	133214.88	2	1	1	95936.84	0	1	0
583	47	5	102562.23	1	1	0	92708.1	0	1	1
842	29	8	0.0	2	1	1	123437.05	0	0	1
531	42	6	75302.85	2	0	0	57034.35	0	1	0
660	31	6	172325.67	1	0	1	45438.38	0	0	0
607	49	9	119960.29	2	1	0	103068.22	0	0	0
640	50	9	117565.03	2	0	0	82559.77	0	0	0
550	39	2	116120.19	2	1	1	195638.13	0	1	1
485	30	5	156771.68	1	1	1	141148.21	1	0	0
520	38	4	0.0	2	1	0	56388.63	0	0	0
751	28	10	132932.14	2	1	1	46630.47	1	0	0
575	53	1	84903.33	2	0	1	26015.8	0	1	1
704	36	7	120026.98	2	0	1	100601.73	0	0	1
571	32	5	131354.25	1	1	0	125256.53	0	0	1
711	38	4	123345.85	1	1	0	141827.83	0	0	1
593	33	0	95927.04	1	1	0	199478.05	0	0	0
654	43	9	84673.17	2	0	1	82081.35	1	0	1
631	37	2	121801.72	2	0	1	23146.62	1	0	0
698	38	10	95010.92	1	1	1	105227.86	0	1	1
717	25	7	108664.85	2	1	0	190011.85	0	0	0
696	35	4	174902.26	1	1	0	69079.85	1	0	0
750	43	6	113882.31	1	1	1	74564.41	0	0	1
740	40	2	122295.17	2	1	1	30812.84	1	0	0
684	38	4	0.0	3	1	0	75609.84	0	0	1
751	29	10	147737.63	1	0	1	94951.27	0	0	1
688	26	8	146133.39	1	1	1	175296.76	1	0	1
850	36	2	155180.56	2	0	0	169415.54	0	1	0
832	27	10	98590.25	1	1	0	30912.89	0	0	0
672	68	0	126061.51	2	1	1	184936.77	1	0	1
625	44	7	0.0	1	1	0	4791.8	0	0	0
676	64	4	116954.32	1	1	1	91149.48	0	1	0
850	36	7	0.0	1	1	1	40812.9	0	0	1
676	30	1	128207.23	1	1	1	55400.17	0	0	1
652	34	6	97435.85	2	1	1	104331.76	0	0	0
741	38	9	0.0	2	1	0	14379.01	0	0	1
782	35	4	0.0	1	1	1	119565.34	0	0	0
656	38	10	0.0	1	1	1	136521.82	0	0	1
719	44	2	0.0	2	1	0	196582.19	0	1	1
564	24	6	149592.14	1	1	1	153771.8	0	1	0
710	33	10	118327.17	2	1	1	192928.82	0	0	1
601	42	9	133636.16	1	0	1	103315.74	1	0	0
606	32	1	106301.85	2	0	1	59061.25	1	0	0
667	44	2	122806.95	1	0	0	15120.86	0	0	1
489	38	8	0.0	2	0	1	196990.79	0	0	1
712	24	2	0.0	1	0	1	121232.51	0	0	1
796	24	8	0.0	2	1	0	61349.37	0	0	1
672	39	2	0.0	2	1	0	87372.49	0	0	1
793	41	9	0.0	2	1	0	152153.74	0	1	1
433	34	9	152806.74	1	1	0	19687.99	0	1	1
637	40	2	133463.1	1	0	1	93165.34	0	0	1
716	31	8	109578.04	2	1	1	51503.51	0	0	1
617	45	1	0.0	1	1	0	143298.06	0	1	0
693	39	4	0.0	2	0	1	142331.39	0	0	0
562	35	3	142296.13	1	0	1	177112.7	1	0	1
781	29	9	0.0	2	0	0	172097.4	0	0	1
479	26	1	0.0	2	1	1	19116.97	0	0	0
756	40	1	94773.11	1	1	0	114279.63	0	0	1
672	33	2	0.0	2	1	1	182738.0	0	1	1
554	41	4	112152.89	1	0	1	36242.19	0	1	0
762	44	7	159316.64	1	0	0	24780.13	0	0	0
773	25	1	124532.78	2	0	1	11723.57	0	0	1
445	64	2	136770.67	1	0	1	43678.06	0	0	1
508	64	2	0.0	1	1	1	6076.62	0	0	0
573	27	4	0.0	2	1	1	157549.6	0	0	0
598	39	1	0.0	2	1	0	159130.32	0	1	1
773	50	4	0.0	2	1	0	129372.94	0	0	0
679	48	8	0.0	2	1	0	23344.94	0	0	1
781	32	6	147107.91	1	1	1	40066.95	0	0	1
634	41	8	68213.99	1	1	1	6382.46	0	0	0
782	33	7	191523.09	1	1	1	167058.75	0	0	1
725	66	4	86459.8	1	1	1	141476.56	0	0	1
544	44	1	0.0	2	0	0	69244.24	0	0	1
582	52	2	151457.88	1	0	1	40893.61	0	0	1
573	36	1	0.0	1	1	1	56905.38	0	0	0
850	37	2	0.0	2	1	0	119969.99	0	1	1
627	35	7	0.0	2	0	1	193022.44	0	0	0
786	35	3	0.0	2	1	0	92712.97	0	0	1
661	37	5	136425.18	1	1	0	81102.81	0	0	0
605	75	2	61319.63	1	0	1	186655.11	1	0	1
607	32	9	144272.07	2	1	0	176580.63	1	0	1
678	41	9	0.0	1	0	0	13160.03	0	0	0
607	35	2	0.0	2	1	1	114190.3	0	0	1
697	48	1	0.0	2	1	1	87400.53	0	0	0
640	74	2	116800.25	1	1	1	34130.43	1	0	0
590	40	8	0.0	2	1	0	62933.03	0	0	1
676	31	3	78990.15	1	1	1	124777.14	0	0	1
617	41	7	0.0	2	0	1	14496.67	0	0	1
603	40	4	102833.46	2	1	1	38829.11	0	0	1
803	41	9	137742.9	2	1	1	166957.82	1	0	1
726	37	2	132057.92	2	1	0	34743.98	0	0	1
657	28	7	0.0	2	0	1	5177.62	0	0	0
673	72	1	0.0	2	0	1	111981.19	0	0	1
744	38	9	0.0	2	0	0	20940.76	0	0	0
563	35	3	106250.72	1	0	0	39546.32	0	0	1
716	33	2	0.0	2	1	1	92916.53	0	1	1
600	28	6	0.0	2	0	1	52193.23	0	0	0
652	27	2	166527.88	2	0	1	146007.7	1	0	1
670	32	4	102954.68	2	0	1	134942.45	1	0	0
780	47	7	86006.21	1	1	1	37973.13	0	1	1
777	35	7	122917.69	1	1	1	76169.68	1	0	1
850	29	10	0.0	2	1	1	199775.67	0	0	0
784	23	2	0.0	1	1	1	6847.73	0	1	1
569	41	2	0.0	2	1	0	134272.57	0	1	1
835	28	2	163569.61	2	1	1	154559.28	0	0	1
580	67	3	153946.14	1	1	1	7418.92	0	1	1
639	27	3	150795.81	1	0	1	85208.93	1	0	1
536	22	5	89492.62	1	0	0	42934.43	0	0	0
752	44	6	83870.33	1	1	0	178722.24	0	1	1
698	36	2	82275.35	2	1	1	93249.26	0	0	1
487	34	2	96019.5	1	0	0	9085.0	0	0	0
633	39	2	0.0	2	0	0	191207.03	0	1	0
653	38	8	102133.38	1	1	1	166520.96	0	0	0
611	31	0	107884.81	2	1	1	183487.98	1	0	1
849	37	7	143452.74	2	1	1	17294.12	1	0	1
790	26	5	0.0	1	1	0	20510.79	0	0	1
575	40	1	139532.34	1	1	0	181294.39	0	0	0
573	38	4	0.0	2	1	1	196517.43	0	1	1
815	37	1	166115.42	1	1	0	67208.3	0	0	1
677	44	4	148770.61	2	1	1	191057.76	1	0	0
718	28	4	65643.3	1	1	0	28760.99	1	0	1
599	38	9	89111.63	1	0	0	157239.6	1	0	1
650	50	7	129667.77	1	0	0	42028.16	0	1	0
549	24	9	0.0	2	1	1	14406.41	0	1	0
535	44	2	114427.86	1	1	1	136330.26	0	0	0
679	58	8	125850.53	2	1	1	87008.17	1	0	1
610	45	1	0.0	2	1	1	199657.46	0	0	0
717	28	1	90537.16	1	0	1	74800.99	0	0	0
686	39	3	129626.19	2	1	1	103220.56	1	0	1
750	37	2	113817.06	1	0	0	88333.74	0	1	0
513	37	6	0.0	2	1	0	110142.34	0	0	0
594	27	0	197041.8	1	0	0	151912.49	0	0	1
705	39	3	92224.56	1	1	1	54517.25	0	0	0
798	39	6	119787.76	1	1	1	164248.33	1	0	0
760	34	6	121303.77	2	1	1	59325.21	1	0	1
693	37	6	95900.04	1	1	1	38196.24	1	0	0
499	21	3	176511.08	1	1	1	153920.22	0	0	0
720	43	6	137824.03	2	1	0	172557.77	0	0	0
682	27	1	97893.2	1	1	0	166144.98	0	0	0
813	32	1	122889.88	1	1	1	26476.18	0	0	1
632	30	1	58668.02	1	1	1	78670.52	1	0	1
538	42	4	80380.24	1	1	0	119216.46	1	0	0
770	46	5	141788.63	2	0	0	164967.21	1	0	0
681	46	0	105969.42	1	1	0	5771.56	0	0	1
806	36	8	167983.17	2	1	1	106714.28	1	0	1
833	30	1	0.0	2	1	0	141860.62	0	0	1
614	66	2	0.0	2	0	1	180082.7	0	1	1
496	29	4	0.0	2	1	0	164806.89	0	0	0
599	28	7	119706.22	1	0	0	31190.42	0	0	1
730	29	2	0.0	2	1	0	14174.09	0	1	1
721	40	9	118129.87	1	1	1	160277.65	0	0	1
608	40	7	96202.32	1	0	0	161154.85	1	0	0
701	42	5	0.0	2	0	0	24210.56	0	1	0
850	31	4	91292.7	1	1	1	162149.07	0	1	0
463	20	8	204223.03	1	1	0	128268.39	0	1	1
722	50	4	132088.59	1	1	1	128262.14	0	1	0
850	28	8	99986.98	1	1	0	196582.55	0	0	1
677	36	4	0.0	2	1	0	7824.31	0	0	1
609	34	1	0.0	1	1	1	181177.9	0	0	1
720	33	6	97188.62	1	0	0	91881.29	0	1	1
639	43	6	99610.92	2	1	0	187296.78	0	0	1
548	33	1	80107.83	2	0	1	82245.67	0	0	0
640	68	9	0.0	2	1	1	199493.38	0	0	1
762	29	6	141389.06	1	1	0	54122.89	0	0	1
766	45	6	97652.96	1	1	0	127332.33	1	0	0
526	34	3	122726.56	1	1	1	46772.36	1	0	1
615	30	8	0.0	2	0	0	3183.15	0	0	1
588	34	3	120777.88	1	1	1	131729.52	0	0	0
529	31	5	0.0	2	1	0	26817.23	0	0	0
659	32	9	0.0	2	1	1	93155.75	0	0	0
721	37	4	98459.6	1	0	0	90821.66	1	0	1
721	41	2	0.0	2	1	0	168219.75	0	0	1
702	34	4	100054.77	1	1	0	109496.45	0	0	1
726	36	2	0.0	1	1	0	195192.4	0	1	1
506	34	7	0.0	2	0	0	115842.1	0	0	1
605	30	9	135422.31	1	0	1	186418.85	0	0	0
769	31	4	61297.05	2	1	1	7118.02	0	0	1
714	33	3	35016.6	1	1	0	53667.08	1	0	1
564	37	9	100252.18	1	1	1	146033.52	0	1	1
829	50	7	0.0	2	0	1	178458.86	0	1	1
850	30	3	104911.35	2	1	1	42933.26	1	0	0
755	43	9	0.0	2	1	0	18066.69	0	0	0
547	43	1	92350.36	1	0	1	80262.91	0	0	1
642	36	6	0.0	2	1	1	97938.59	0	1	0
630	53	5	138053.67	1	0	1	114110.97	0	0	1
555	32	10	0.0	2	0	1	168605.96	0	1	1
616	29	9	0.0	1	1	1	166984.44	0	0	1
717	28	9	82498.14	2	0	0	40437.67	1	0	0
693	41	4	0.0	2	0	0	156381.47	0	0	1
680	31	10	113292.17	1	1	1	122639.73	0	0	1
594	40	0	152092.44	2	1	1	83508.93	1	0	1
530	44	6	0.0	2	0	0	55893.37	0	1	1
501	34	5	0.0	1	1	0	27380.99	0	0	0
597	72	6	124978.19	2	1	1	7144.46	1	0	0
648	44	9	111369.79	2	1	1	91947.74	1	0	1
559	40	5	139129.44	1	0	1	32635.54	0	1	0
790	41	7	109508.68	1	0	0	86776.38	0	1	0
677	38	4	0.0	2	1	0	187800.63	0	0	1
551	32	4	0.0	2	1	0	53420.53	0	1	1
774	41	5	126670.37	1	1	0	102426.06	0	0	0
668	69	9	0.0	1	0	1	134483.07	0	1	0
485	21	5	113157.22	1	1	1	54141.5	0	1	0
808	33	2	103516.87	1	1	0	113907.8	0	0	0
575	37	9	133292.45	1	1	0	111175.09	0	1	0
448	25	2	0.0	2	0	0	95215.73	0	1	1
553	31	6	0.0	2	0	0	124596.63	0	0	1
563	57	6	0.0	2	1	1	39297.48	0	1	1
679	33	6	0.0	2	1	1	98015.85	0	0	0
728	30	10	114835.43	1	0	1	37662.49	0	0	1
583	27	1	125406.58	1	1	1	110784.42	0	0	0
850	33	3	100476.46	2	1	1	136539.13	0	1	1
536	28	4	0.0	1	1	1	136197.65	0	1	0
712	27	8	113174.21	2	1	0	147261.58	1	0	1
529	31	6	0.0	1	1	0	10625.91	0	1	1
556	31	1	128663.81	2	1	0	125083.29	1	0	0
594	31	0	79340.95	1	1	0	78255.86	0	0	0
730	33	0	0.0	2	1	0	1474.79	0	0	1
537	28	0	88963.31	2	1	1	189839.93	0	0	1
812	33	2	127154.14	2	0	1	105383.49	1	0	1
693	39	0	0.0	2	0	0	81901.6	0	1	0
626	35	3	0.0	1	0	0	80190.36	0	0	0
850	33	0	124781.67	1	0	1	33700.52	0	0	1
679	35	1	110245.13	1	1	1	178291.09	1	0	1
591	45	5	0.0	2	1	1	155492.87	0	0	1
578	28	4	0.0	2	0	0	6947.09	0	1	1
722	29	1	107233.85	2	1	0	24924.92	1	0	1
527	32	7	0.0	2	1	1	44099.75	0	0	0
714	25	4	0.0	2	0	0	82500.84	0	0	0
585	33	8	0.0	2	1	0	114182.07	0	1	0
746	21	8	166883.07	2	0	1	194563.65	0	0	0
709	35	1	111827.27	2	1	0	12674.68	0	1	0
769	39	8	0.0	1	0	1	21016.0	0	0	0
683	31	2	0.0	2	0	1	77326.78	0	0	1
564	30	0	100954.88	2	0	0	134175.15	1	0	0
649	35	4	108306.44	1	1	1	192486.24	0	0	0
590	27	8	123599.49	2	1	0	1676.92	1	0	0
768	25	0	78396.08	1	1	1	8316.19	0	0	1
644	40	10	139180.97	1	1	1	19959.67	0	0	0
684	46	3	102955.14	2	1	0	154137.33	1	0	0
615	35	7	0.0	2	1	0	150784.29	0	0	1
583	27	7	0.0	2	1	0	51285.49	0	0	1
773	41	9	102827.44	1	0	1	64595.25	0	1	1
446	25	3	136202.78	1	1	0	176743.51	1	0	1
613	39	8	118201.41	1	1	0	23315.59	0	1	1
490	41	0	139659.04	1	1	1	176254.12	1	0	0
667	42	10	64404.26	2	0	0	26022.37	1	0	0
804	25	7	108396.67	1	1	0	128276.95	0	0	1
606	30	8	180307.73	2	1	1	1914.41	0	1	1
597	66	3	0.0	1	1	1	70532.53	0	1	0
508	31	8	72541.48	1	1	0	129803.08	0	0	1
554	39	2	129709.62	1	1	0	173197.12	0	0	1
619	42	2	0.0	1	1	1	101348.88	0	0	0
502	42	8	159660.8	3	1	0	113931.57	0	0	0
645	44	8	113755.78	2	1	0	149756.71	0	1	1
376	29	4	115046.74	4	1	0	119346.88	1	0	0
653	58	1	132602.88	1	1	0	5097.67	1	0	1
510	38	4	0.0	1	1	0	118913.53	0	1	0
591	39	3	0.0	3	1	0	140469.38	0	1	0
475	45	0	134264.04	1	1	0	27822.99	0	0	0
465	51	8	122522.32	1	0	0	181297.65	0	0	0
834	49	2	131394.56	1	0	0	194365.76	0	0	0
829	27	9	112045.67	1	1	1	119708.21	1	0	0
637	39	9	137843.8	1	1	1	117622.8	1	0	0
655	41	8	125561.97	1	0	0	164040.94	1	0	1
601	42	1	98495.72	1	1	0	40014.76	1	0	1
511	66	4	0.0	1	1	0	1643.11	0	1	0
738	58	2	133745.44	4	1	0	28373.86	1	0	1
777	32	2	0.0	1	1	0	136458.19	0	0	0
750	22	3	121681.82	1	1	0	128643.35	0	1	1
646	46	4	0.0	3	1	0	93251.42	0	0	0
647	44	5	0.0	3	1	1	174205.22	0	1	0
670	65	1	0.0	1	1	1	177655.68	0	1	0
622	46	4	107073.27	2	1	1	30984.59	0	1	0
479	35	9	92833.89	1	1	0	99449.86	1	0	1
721	28	9	154475.54	2	0	1	101300.94	1	0	1
524	31	8	107818.63	1	1	0	199725.39	1	0	0
432	42	9	152603.45	1	1	0	110265.24	0	0	1
549	52	1	0.0	1	0	1	8636.05	0	0	0
625	56	0	148507.24	1	1	0	46824.08	1	0	1
584	48	2	213146.2	1	1	0	75161.25	0	1	0
579	35	1	129490.36	2	0	1	8590.83	0	1	0
793	52	2	0.0	1	1	0	159123.82	0	1	1
691	31	5	40915.55	1	1	0	126213.84	0	0	0
535	48	9	0.0	1	1	0	149892.79	0	0	0
706	57	7	0.0	1	1	0	17941.16	0	1	1
683	29	0	133702.89	1	1	0	55582.54	0	1	1
704	24	7	113034.22	1	1	0	162503.48	1	0	0
667	39	2	0.0	2	1	0	40721.24	0	1	0
480	44	10	129608.57	1	1	0	5472.7	1	0	1
754	55	3	161608.81	1	1	0	8080.85	1	0	0
804	50	4	0.0	1	1	1	8546.87	0	0	0
715	41	8	56214.85	2	0	0	92982.61	0	0	0
516	50	5	0.0	1	0	1	146145.93	0	1	1
711	38	2	129022.06	2	1	1	14374.86	0	0	0
608	41	3	89763.84	1	0	0	199304.74	0	1	0
643	45	5	0.0	1	1	0	142513.5	0	0	1
668	47	7	106854.21	1	0	1	157959.02	1	0	1
807	43	1	105799.32	2	1	0	34888.04	0	0	1
592	54	8	0.0	1	1	1	28737.71	0	0	1
850	33	10	0.0	1	1	0	4861.72	0	0	1
671	45	6	99564.22	1	1	1	108872.45	1	0	1
547	39	6	74596.15	3	1	1	85746.52	1	0	0
751	50	2	96888.39	1	1	0	77206.25	1	0	1
763	42	6	100160.75	1	1	0	33462.94	1	0	1
539	43	3	116220.5	3	1	0	55803.96	1	0	0
668	46	2	0.0	3	1	0	89048.46	0	0	0
659	67	6	117411.6	1	1	1	45071.09	1	0	1
635	40	10	123497.58	1	1	0	131953.23	0	0	0
739	54	8	126418.14	1	1	0	134420.75	1	0	1
549	39	7	0.0	1	0	0	81259.25	0	1	0
733	34	3	100337.96	3	1	0	48559.19	1	0	1
756	62	3	0.0	1	1	1	11199.04	0	0	1
714	46	1	0.0	1	1	0	152167.79	0	0	1
479	35	4	138718.92	1	1	1	47251.79	1	0	1
750	34	9	112822.26	1	0	0	150401.53	0	1	0
687	44	7	0.0	3	1	0	155853.52	0	1	0
731	43	2	0.0	1	1	1	170034.95	0	0	1
614	50	4	137104.47	1	1	0	127166.49	0	0	1
559	49	2	147069.78	1	1	0	120540.83	0	0	1
749	40	1	139290.41	1	1	0	182855.42	0	0	1
644	46	9	95441.27	1	1	0	108761.05	0	0	0
584	30	8	112013.81	1	1	0	177772.03	1	0	0
485	29	7	182123.79	1	1	0	116828.51	0	0	1
805	39	5	165272.13	1	1	0	14109.85	0	1	0
716	39	10	115301.31	1	1	0	43527.4	1	0	0
642	40	6	129502.49	2	0	1	86099.23	1	0	0
