id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
1119346610749559564,【Monthly】B-1＊4 min. from Sangen-jaya Sta./Wi-Fi,531706132,Wakaba,,Setagaya Ku,35.64411381630851,139.67536316468562,Entire home/apt,15000,30,1,2024-10-31,0.49,60,219,1,M130036237
1119348768638792548,【Monthly】B-2＊4 min. from Sangen-jaya Sta./Wi-Fi,531706132,Wakaba,,Setagaya Ku,35.64585741989266,139.67365543926059,Entire home/apt,15000,30,2,2024-11-07,0.29,60,110,2,M130036244
1119464937455686605,"8beds,12ppl!140㎡！HND-T3から車で15分！古来現代の日本文化、和装コスプレ、侍",536747668,トライフ,,Ota Ku,35.5672428,139.7397604,Entire home/apt,40000,2,17,2024-12-24,3.07,2,250,17,Special Economic Zoning Act | ６健生発第10760号
1119811138962720162,Room for a long-term,88581910,Takako,,Suginami Ku,35.6764179139456,139.65728162634116,Private room,,1,0,,,2,0,0,M130032997
1119815650671397292,8 minutes walk from the station/e04,561786444,拓真,,Mitaka Shi,35.69851083087857,139.56449442953007,Entire home/apt,10613,1,11,2024-12-04,2.54,21,115,11,M130039429
1119825113053501074,8 minutes walk from the station/Daffitto三鷹e06,561786444,拓真,,Mitaka Shi,35.69900446282752,139.56248550558792,Entire home/apt,10613,1,12,2024-12-27,3.08,21,99,12,M130039430
1119830015585074678,8 minutes walk from the station/e07,561786444,拓真,,Mitaka Shi,35.698739301751296,139.5625389946723,Entire home/apt,10613,1,10,2024-12-23,2.08,21,49,10,M130039431
1119834553246881440,8 minutes walk from the station/e09,561786444,拓真,,Mitaka Shi,35.69867003296445,139.56280523121515,Entire home/apt,10613,1,7,2024-11-23,1.63,21,109,7,M130039433
1119839672321923713,8 minutes walk from the station/e11,561786444,拓真,,Mitaka Shi,35.696845926126535,139.56245687164835,Entire home/apt,10613,1,18,2024-12-15,3.83,21,108,18,M130039434
1119840567955333688,Tokyo sia203,555177488,成,,Sumida Ku,35.69418590347482,139.79413370187024,Entire home/apt,,2,15,2024-12-08,1.82,21,0,15,M130016068
1119844275031185058,New construction in 2024! stylish rooms/a01,568795054,圭太,,Ota Ku,35.5677440182903,139.73321757017192,Entire home/apt,11048,2,13,2024-12-01,2.18,12,278,13,Special Economic Zoning Act | 6健生発第11326号
1119847511373849286,New construction in 2024!/a02,568795054,圭太,,Ota Ku,35.568977478444694,139.7316877960577,Entire home/apt,11048,2,11,2024-12-12,1.82,12,253,11,Special Economic Zoning Act | 6健生発第11326号
1119848819931876310,New construction in 2024!/ a03,568795054,圭太,,Ota Ku,35.56809391888677,139.7337113165874,Entire home/apt,11048,2,17,2024-12-27,2.64,12,276,17,Special Economic Zoning Act | 6健生発第11326号
1119853403439960067,New construction in 2024!/a04,568795054,圭太,,Ota Ku,35.56965,139.73198,Entire home/apt,11048,2,24,2024-12-26,3.65,12,274,24,Special Economic Zoning Act | 6健生発第11326号
1119854534742355910,New construction in 2024! stylish rooms/ a05,568795054,圭太,,Ota Ku,35.56779375619687,139.7333680538552,Entire home/apt,11048,2,17,2024-12-17,2.63,12,279,17,M130039490
1119855760298345108,New construction in 2024! stylish rooms/a06,568795054,圭太,,Ota Ku,35.56985,139.73351,Entire home/apt,11048,2,18,2024-12-23,2.42,12,259,18,Special Economic Zoning Act | 6健生発第11326号
1119856800703394304,2024年新建！ /充满家具和家电/时尚的外观和内饰，让您心情愉悦/ b02,568795054,圭太,,Ota Ku,35.56754,139.73182,Entire home/apt,11048,2,11,2024-12-08,1.55,12,292,11,Special Economic Zoning Act | 6健生発第11326号
1123862136431062680,15晴空塔独立房间，车站步行3分钟，房源直达机场和迪士尼，独立厕所，和另一个房间共用浴室,458175862,渲,,Sumida Ku,35.70709,139.8149,Private room,12000,1,11,2024-11-15,1.28,11,340,11,Hotels and Inns Business Act | 墨田区保健所 | 5墨福衛生環第116号
1123866144952356853,11晴空塔独立房间，最近车站步行3分钟，房源直达机场和迪士尼，独立厕所，和另一个房间共用浴室,458175862,渲,,Sumida Ku,35.70681274661904,139.81471987351316,Private room,23238,2,6,2024-12-07,0.85,11,346,6,Hotels and Inns Business Act | 墨田区保健所 | 5墨福衛生環第116号
1124310801347258768,HND Shuttlebus/Parking(ReservationOnly)/2Toilet/2F,59551877,Lei,,Adachi Ku,35.76930406345793,139.84041700514277,Entire home/apt,26429,2,31,2024-12-12,3.58,11,146,31,Hotels and Inns Business Act | 足立区足立保健所 | ５足足保生生収第526号
1124321757992091485,401／浅草駅から直行バスあり／東京下町の便利な拠点,564908217,Manami,,Taito Ku,35.7250878,139.8010592,Entire home/apt,14843,3,39,2024-12-13,4.33,3,243,39,Hotels and Inns Business Act | 東京都台東区台東保健所 |  4台台健生環き第10090号
1124345264192773843,New Open/下落和站步行3分钟/Shinjuku 4LDK,169234249,Hoshi,,Shinjuku Ku,35.71481908961221,139.6948732891412,Entire home/apt,85714,2,16,2024-12-13,1.95,4,183,16,M130038906
1124440170413792312,"新宿周辺 
The entire 2nd floor
 8bedrooms・168㎡・6〜16",17474859,Eri,,Shinjuku Ku,35.6982,139.7221,Entire home/apt,357143,3,8,2024-12-13,1.13,2,330,8,M130038990
1124476555127425882,【Comfort & Compact】2min Sta./Newly-Built/Longstay,569824985,結美子,,Adachi Ku,35.76616008756436,139.81155507266521,Entire home/apt,16857,4,28,2024-12-18,3.28,2,87,28,Hotels and Inns Business Act | 足立区足立保健所 | 5足足保生生収第529号
1124551562088974037,NEW/駅徒歩4分/NRT＆HND45分/駐車場1/83㎡/3LDK/1軒貸切り/浅草＆スカイツリー,525014708,Shigeyuki,,Katsushika Ku,35.738922873268514,139.8519259048935,Entire home/apt,35574,3,38,2024-12-16,4.52,1,202,38,Hotels and Inns Business Act | 葛飾区保健所 | 5葛保生環令第324号
1124892687904994888,90/四ツ木/駅から徒歩2分/9名/東京観光に便利/人気の浅草エリア/Wi-Fi完備/１棟貸切り,183877565,UI Home Company,,Katsushika Ku,35.7328978,139.8346332,Entire home/apt,33279,2,14,2024-12-08,1.69,73,153,14,Hotels and Inns Business Act | 葛飾区保健所 | 5葛保生環令第392号
1124916920954524786,201 Enzo iogi,177445547,Enzo,,Suginami Ku,35.723244,139.61467,Private room,5681,1,12,2024-12-04,1.53,36,99,12,Hotels and Inns Business Act | 杉並区杉並保健所 | 5杉保衛環第410号
1124931537708483608,202 Enzo iogi,177445547,Enzo,,Suginami Ku,35.723244,139.61467,Private room,4413,1,6,2024-12-05,0.75,36,174,6,Hotels and Inns Business Act | 杉並区杉並保健所 | 5杉保衛環第410号
1124938795557541136,203 Enzo iogi,177445547,Enzo,,Suginami Ku,35.723244,139.61467,Private room,4413,1,14,2024-12-23,1.81,36,160,14,Hotels and Inns Business Act | 杉並区杉並保健所 | 5杉保衛環第410号
1124984452160926457,西新井駅から徒歩6分！9名可。癒しの肩湯付きジャグジー。浅草まで電車で17分！,568820966,Salang,,Adachi Ku,35.77506,139.79306,Entire home/apt,20286,2,10,2024-12-25,1.33,1,205,10,M130039735
1125012927224858904,セミダブルルーム　喫煙,556567576,プチホテル,,Arakawa Ku,35.728430004056015,139.77143192083182,Private room,11071,1,3,2024-11-13,0.46,4,242,3,Hotels and Inns Business Act | 荒川区保健所 | ２２荒保衛環き（三）第２号
1125022452270903202,2 stations to Ikebukuro/supermarket nearby/202,522860952,圭太,,Toshima Ku,35.73669705906163,139.68253144233014,Entire home/apt,9581,1,8,2024-12-19,0.98,16,167,8,M130034504
1125025471880773185,2 stations to Ikebukuro/supermarket nearby/203,522860952,圭太,,Toshima Ku,35.73719840135428,139.6806062258813,Entire home/apt,9581,1,4,2024-07-05,0.48,16,167,4,M130034505
1125074194592869898,1フロア1グループ/3階/70m2/荷物預りOK/羽田､成田空港直通/浅草、スカイツリー便利,551634099,S.Apartment,,Sumida Ku,35.7235136,139.8136073,Entire home/apt,20114,1,46,2024-12-21,7.42,2,129,46,Hotels and Inns Business Act | 墨田区保健所 | 5墨福衛生環第448号
1125090609551484102,고스테이호텔 103/완전개인룸(욕실)/수수료없음/매일타올무료/짐보관가능,527770214,Sanghyung,,Shinjuku Ku,35.7019907,139.7051283,Private room,22571,2,37,2024-12-26,4.27,9,237,37,Hotels and Inns Business Act | 新宿区保健所 | 5新保衛環第97号
1125101460754884479,고스테이호텔 104/완전개인룸(욕실)/수수료없음/매일타올무료/짐보관가능,527770214,Sanghyung,,Shinjuku Ku,35.7019907,139.7051283,Private room,18000,2,54,2024-12-17,6.18,9,144,54,Hotels and Inns Business Act | 新宿区保健所 | 5新保衛環第97号
1125105431762016220,고스테이호텔 105/완전개인룸(욕실)/수수료없음/매일타올무료/짐보관가능,527770214,Sanghyung,,Shinjuku Ku,35.7019907,139.7051283,Private room,19136,2,46,2024-12-29,5.70,9,236,46,Hotels and Inns Business Act | 新宿区保健所 | 5新保衛環第97号
1125116911348379212,新築、スカイツリー、浅草寺、秋葉原、上野周辺。駅に徒歩4分、成田、羽田、ディズニー直通,551650920,趙,,Sumida Ku,35.69299927852471,139.81779175915662,Entire home/apt,21571,1,21,2024-12-10,2.41,21,293,21,
1125119270482838039,新築、スカイツリー、浅草寺、秋葉原、上野周辺、駅に徒歩4分、成田、羽田直通、ディズニー直通,551650920,趙,,Sumida Ku,35.69513448018399,139.8177925089373,Entire home/apt,21143,1,15,2024-12-07,1.76,21,250,15,Hotels and Inns Business Act | 墨田区保健所 | 3墨福衛生環第318号
1125121013563891187,新築、スカイツリー、浅草寺、秋葉原、上野周辺。駅に徒歩4分、成田、羽田直通、ディズニー直通,551650920,趙,,Sumida Ku,35.69303159763021,139.81835569180794,Entire home/apt,20286,1,13,2024-12-26,1.54,21,210,13,Hotels and Inns Business Act | 墨田区保健所 | 3墨福衛生環第318号
1125131739600713798,10 min walk Sta. | Shinjuku area | Good access,238189788,Sc Group,,Shinjuku Ku,35.6845453,139.6884752,Entire home/apt,22943,2,19,2024-12-12,2.70,25,116,19,M130040927
1125134160269480629,nestay suite tokyo ikebukuro 1B,356490069,Lifeng,,Toshima Ku,35.73599,139.70719,Entire home/apt,15622,1,5,2024-11-07,0.86,28,109,5,Hotels and Inns Business Act | 豊島区池袋保健所 | 5豊池保衛環き第209号
1125246527370470980,1LDK63㎡貸切2F|Max8人|池袋2分|新宿12分|渋谷18分|JR大塚駅5分 on Foot,558654764,Tadashi,,Toshima Ku,35.72960844250444,139.7312032110618,Entire home/apt,40954,1,30,2024-12-14,3.38,6,328,30,Hotels and Inns Business Act | 豊島区池袋保健所 | 6豊池保衛環き第117号
1125252564888591350,Oimachi/Shinagawa City/3 stops to Shibuya/Haneda2A,28621978,Dan,,Shinagawa Ku,35.601887,139.737136,Private room,9000,3,21,2024-11-25,2.88,11,242,21,M130025425
1125264942156458830,114㎡|Max12人|池袋2分|新宿12分 |渋谷18分| JR大塚駅5分 on Foot,558654764,Tadashi,,Toshima Ku,35.72766222992833,139.73103046771982,Entire home/apt,68531,1,25,2024-12-15,2.85,6,348,25,Hotels and Inns Business Act | 豊島区池袋保健所 | 6豊池保衛環き第118号
1125341562311564053,Kinshicho駅200m makoto hostel個室,451581302,Eichi,,Sumida Ku,35.69519,139.81401,Private room,5714,1,20,2024-12-14,2.68,8,107,20,Hotels and Inns Business Act | 墨田区保健所 | 31墨福衛生環第198号
1125602813890355927,NEW Pufuka Higashi Komagata｜90m2 ｜5 min to station,451149688,ぷふか,,Sumida Ku,35.70693735174451,139.8033493591642,Entire home/apt,65000,2,41,2024-12-25,4.75,6,204,41,Hotels and Inns Business Act | 墨田区保健所 | 5墨福衛生環第433号
1125608296281127449,Refined Private Studio in Shinjuku / Free WiFi,228138663,Emily,,Shinjuku Ku,35.69947968352403,139.69612560316318,Entire home/apt,9714,1,12,2024-12-12,1.70,10,69,12,Hotels and Inns Business Act | 新宿区保健所 | 30新保衛環第213号
1125660112103300258,月租优惠！1LDK公寓101：双人床/厨房/浴缸/洗衣机/电视机/熨斗/WIFI/京成曳舟站/便利店,255274063,Jie,,Sumida Ku,35.71594,139.82279,Entire home/apt,18321,5,9,2024-11-03,1.17,86,170,9,M130039454
1125704793313744801,建于2020年的独栋里的1个房间，可容纳3人居住，东京小岩车站6分钟，巴士直达机场，东京迪斯尼,127184372,雪娇,,Edogawa Ku,35.729239,139.8846294,Private room,10000,1,21,2024-11-24,2.40,2,278,21,M130039083
1125713580867373697,西新宿5丁目駅から徒歩5分！新宿駅まで2駅の閑静な住宅街/シェモワロワイヤル,196525658,Akari,,Shinjuku Ku,35.6888,139.68775,Entire home/apt,100000,30,2,2024-11-15,0.77,8,226,2,M130030569
1122141735954410841,Ikebukuro area/Near Mega Don Quijote/Max 4people,558856823,砂川,,Itabashi Ku,35.77723608301192,139.70006067305803,Entire home/apt,10400,2,5,2024-11-03,1.09,6,308,5,M130041028
1122150971843131033,"45 mins Shinjuku, large living, 3 free parking",569344378,Resort,,Chofu Shi,35.66196092777884,139.54395936992825,Entire home/apt,55864,2,23,2024-12-24,2.66,2,194,23,M130039243
1122231202741910555,Stage YOU 下高井戸駅から徒歩5分 1部屋個室貸切 ビジネスや観光に最適　WiFi無料,563529287,Yu,,Setagaya Ku,35.6643929279123,139.64463041432626,Private room,8643,1,5,2024-12-02,0.97,4,89,5,M130039475
1122232739008514767,Stage YOU 下高井戸駅から徒歩5分 2部屋個室貸切 ビジネスや観光に最適　WiFi無料,563529287,Yu,,Setagaya Ku,35.66431,139.64322,Private room,8643,1,4,2024-10-02,0.47,4,98,4,M130039475
1122267064018744402,9min walk to Oimachi sta!/5 ppl/Wi-Fi/Shinagawa,569362020,Makoto,,Shinagawa Ku,35.606865791291646,139.7282609625656,Entire home/apt,21292,2,36,2024-12-21,4.03,2,287,36,Hotels and Inns Business Act | 品川区保健所 | 6品保生環き第59号
1122296081646099616,王子 B/4名/戸建て貸切/東京観光に便利/駅から徒歩6分,569165397,ユーアイホーム,,Kita Ku,35.74886,139.74434,Entire home/apt,19857,2,1,2024-12-04,1,5,195,1,Hotels and Inns Business Act | 東京都北区保健所 | 30北健生環き第62号
1122319215048628122,緑町/駅から徒歩25分/東京観光に最適/2階建て貸切/6名,569165397,ユーアイホーム,,Musashino Shi,35.715548254290745,139.56101984191005,Entire home/apt,33943,2,1,2024-11-10,0.59,5,180,1,Hotels and Inns Business Act | 東京都多摩府中保健所 | 29府保生き第175号
1122330302947593069,For long stay! Direct Access to Asakusa & Skytree,217150375,Shotaro,,Katsushika Ku,35.73389969314026,139.83393299419419,Entire home/apt,38954,2,8,2024-12-07,2.16,4,332,8,Hotels and Inns Business Act | 葛飾区保健所 | 31葛保生環第371号
1122414226929400447,Higashi Shinjuku station 4mins,551446931,Lee,,Shinjuku Ku,35.70116,139.71153,Entire home/apt,15254,2,15,2024-11-15,1.69,7,267,15,M130039703
1122664039361313345,"8min:Kichijoji,60㎡6guests,20minshibuyaFree parking",536124940,秀彰,,Mitaka Shi,35.698342111440425,139.5738920773976,Entire home/apt,30000,2,15,2024-12-26,4.50,2,263,15,M130042402
1122722055028202675,長期滞在人気。女性も安心。駅から平坦。体が楽。お出かけ便利。きれい 。 貸切。環境良好。笑顔満開,411813940,Hitomi,,Kita Ku,35.77823,139.72939,Entire home/apt,16661,3,15,2024-12-17,1.99,1,125,15,Hotels and Inns Business Act | 東京都北区保健所 | ５北健生環き第６８号
1122748666319351167,スカイツリー浅草観光の拠点！プロジェクター付/京成曳舟駅徒歩10分/最大5名,495647558,Yuka,,Sumida Ku,35.71731069558743,139.82603675109172,Entire home/apt,23880,2,15,2024-12-16,1.88,3,48,15,M130038853
1122761132062377568,スカイツリービュー＆ルーフトップテラス付き！東京スカイツリーまで電車で2分、浅草駅まで6分／最大8名,495647558,Yuka,,Sumida Ku,35.71718146568694,139.8279596687291,Entire home/apt,28212,2,21,2024-12-08,2.84,3,50,21,M130038854
1122800789746934326,200㎡ villa｜Shinjuku 20min｜3 parking spots｜garden,226212674,Makoto,,Nakano Ku,35.7205390065,139.64566442330002,Entire home/apt,54729,1,13,2024-12-21,1.77,10,209,13,M130039481
1122876473579473832,錦03/新中野駅徒歩4分・中野駅徒歩８分・６人ok/チェックイン前荷物預かりok/Wi-Fiあり,244662388,博雅,,Nakano Ku,35.69877,139.66355,Entire home/apt,21029,1,7,2024-10-28,0.92,20,77,7,M130039719
1122879523130511962,Ikebukuro Free Pickup 丨Max20pax丨144㎡丨4 bedrooms丨,226212674,Makoto,,Kita Ku,35.77008,139.73098,Entire home/apt,54873,1,7,2024-09-27,0.78,10,253,7,M130039727
1122938397446012409,新宿駅徒歩9分の好立地！最大8名様宿泊可能！プリネッツ新宿ビル,530380340,プリネッツ,,Shinjuku Ku,35.69518,139.69782,Entire home/apt,60000,1,18,2024-12-12,2.09,2,161,18,M130039532
1122954824809289723,15 min. from Shinjuku/ 2 min. walk from station401,565606963,圭太,,Shinjuku Ku,35.703478184382945,139.73958112010206,Entire home/apt,38325,1,12,2024-11-15,2.05,39,202,12,M130039697
1122968679906689846,2 Min from the Sta / Perfect for Tokyo sightseeing,217150375,Shotaro,,Katsushika Ku,35.7470603302012,139.8252560787716,Entire home/apt,49729,2,13,2024-12-14,3.45,4,296,13,Hotels and Inns Business Act | 葛飾区保健所 | 2葛保生環令第8号
1122969037252924067,"Good location, 2 minutes walk from the station/402",565606963,圭太,,Shinjuku Ku,35.70147242345536,139.73987486170884,Entire home/apt,,1,15,2024-12-23,2.60,39,208,15,M130039698
1122976767390021907,"Good location, 2 minutes walk from the station/403",565606963,圭太,,Shinjuku Ku,35.701695228549895,139.73945799371302,Entire home/apt,33905,1,8,2024-09-09,1.28,39,205,8,M130039699
1122988135768334004,15 min. from Shinjuku/ 2 min. walk from station501,565606963,圭太,,Shinjuku Ku,35.702992396387565,139.73774851289812,Entire home/apt,38325,1,7,2024-08-28,1.23,39,168,7,M130039700
1122994923043970590,"Good location, 2 minutes walk from the station/502",565606963,圭太,,Shinjuku Ku,35.70131161405153,139.73790949601457,Entire home/apt,26533,1,17,2024-12-21,2.48,39,183,17,M130039701
1123028420142303320,JR地铁步行4分 城市景觀房 視野採光極佳 洗衣机 电梯  衛浴乾溼分離 303,52000676,國民,,Sumida Ku,35.70402,139.81458,Entire home/apt,,2,0,,,40,0,0,Hotels and Inns Business Act | 墨田区保健所 | 5墨福衛生環第75号
1123078891639479478,暮。新宿 Shinjuku Stay SaWa-Top Floor Corner 1 Bedroom,45653968,Chia Jung,,Shinjuku Ku,35.6995751,139.7041757,Entire home/apt,,1,18,2024-11-30,2.19,14,55,18,M130039710
1123120319526001721,暮。新宿  Shinjuku Stay SaWa - Colorfull 2 Bedroom II,45653968,Chia Jung,,Shinjuku Ku,35.6995751,139.7041757,Entire home/apt,,1,16,2024-12-16,2.05,14,57,16,M130039705
1123128419847355947,30 nights or more/1 min by train to Shinjuku,558087872,Yuka,,Shibuya Ku,35.68064,139.68039,Entire home/apt,14000,29,0,,,3,127,0,M130038302
1123143870322830638,暮。新宿 Shinjuku Stay SaWa-Nordic Style 2 Bedroom III,45653968,Chia Jung,,Shinjuku Ku,35.6995751,139.7041757,Entire home/apt,,1,16,2024-11-30,1.79,14,54,16,M130039707
1123242775990454669,【ルーチェ西新宿】Loft type/Max 2 people/Washer and Dryer,568898603,ルーチェ,,Nakano Ku,35.69006,139.67781,Entire home/apt,24971,1,7,2024-11-26,1.10,2,116,7,Hotels and Inns Business Act | 中野区保健所 | 6中健衛環第13号
1123511249644886712,Luxury Designer Room Center Tokyo 3-min to station,4981880,Meta,,Chuo Ku,35.69220686176388,139.77968573570251,Entire home/apt,18970,1,10,2024-12-23,1.20,64,360,10,Hotels and Inns Business Act | 中央区保健所 | 31　中保生環き　第　120号
1123587735322024874,洛水居,569660272,Weitao,,Edogawa Ku,35.721173935317566,139.8768712207675,Private room,6134,3,4,2024-12-19,1.11,1,63,4,M130043067
1123610950290748981,JR亀有駅徒歩7分、一戸建て（１階は事務所、２階の部屋を貸出）、喫煙者不可(英語対応可、仏語少し),139785877,Wilson,,Katsushika Ku,35.7615427020727,139.84465745001955,Private room,6714,2,25,2024-11-27,2.80,1,73,25,M130039574
1123636384647023841,102 Enzo iogi,177445547,Enzo,,Suginami Ku,35.723244,139.61467,Private room,6789,1,13,2024-12-13,1.63,36,257,13,Hotels and Inns Business Act | 杉並区杉並保健所 | 5杉保衛環第409号
1123674726896740554,まるごと貸切一戸建て最大8名 56平米 立石 WiFi有,6648140,Tatsuhiko & Yuka,,Katsushika Ku,35.74082,139.85141,Entire home/apt,55633,1,2,2024-06-30,0.31,14,363,2,M130039733
1123685329602080100,105 Enzo iogi,177445547,Enzo,,Suginami Ku,35.723778353814524,139.61375227421374,Private room,6789,1,11,2024-12-04,1.56,36,172,11,Hotels and Inns Business Act | 杉並区杉並保健所 | 5杉保衛環第409号
1123761053871123406,上野迪士尼秋叶原整套三层别墅，地铁步行3分钟，适合团队，家庭，私人独立浴室,458175862,渲,,Taito Ku,35.72329184390379,139.78520160891682,Entire home/apt,35936,2,13,2024-12-24,1.49,11,284,13,M130037679
1123768290174702812,秋叶原/上野中心地段，最近地铁站步行5分钟，整套高级公寓，适合情侣，商务出差,458175862,渲,,Taito Ku,35.701690021092226,139.77969081062753,Entire home/apt,14571,1,24,2024-12-18,2.79,11,243,24,M130037231
1123840764554198725,ZC晴空塔整套团队房源，直达机场和迪士尼，最近车站步行3分钟，适合家庭，团队,458175862,渲,,Sumida Ku,35.70544,139.81321,Entire home/apt,102857,1,1,2024-10-18,0.41,11,355,1,Hotels and Inns Business Act | 墨田区保健所 | 5墨福衛生環第116号
1123851813009096897,16晴空塔整套公寓，房源直达机场和迪士尼，最近车站步行3分钟,458175862,渲,,Sumida Ku,35.70657165047951,139.81287264692386,Entire home/apt,37714,2,8,2024-08-12,0.89,11,356,8,Hotels and Inns Business Act | 墨田区保健所 | 5墨福衛生環第116号
1123858548513098990,13晴空塔整套房源，车站步行3分钟，房源直达机场和迪士尼，浅草寺、上野公园,458175862,渲,,Sumida Ku,35.70513,139.81281,Entire home/apt,31143,1,8,2024-12-06,0.94,11,309,8,Hotels and Inns Business Act | 墨田区保健所 | 5墨福衛生環第116号
1126477149136455088,桜の川17 JR上野站5分钟/110平米5LDK别墅，13人/舒适大床、精装修/旅行绝佳场所,220011603,Manami,,Taito Ku,35.7137092,139.7806943,Entire home/apt,83571,1,26,2024-12-04,3.51,37,127,26,M130039767
1126477368621708623,新房限时促销！全新1K公寓-503：电梯/双人床/洗衣机/电视/浴室烘干/WIFI/东武晴空塔线,229627088,宅東,,Sumida Ku,35.72341216132393,139.81573547873373,Entire home/apt,36371,3,15,2024-12-03,1.76,124,355,15,M130039640
1126477507692950207,新房限时促销！全新1K公寓-303：电梯/双人床/洗衣机/电视/浴室烘干/WIFI/东武晴空塔线,229627088,宅東,,Sumida Ku,35.72442,139.81547,Entire home/apt,18321,3,8,2024-12-01,0.99,124,337,8,M130039634
1126477517427018259,新房限时促销！全新1K公寓-403：电梯/双人床/洗衣机/电视/浴室烘干/WIFI/东武晴空塔线,229627088,宅東,,Sumida Ku,35.72314977887888,139.81630622796794,Entire home/apt,52657,3,9,2024-11-17,1.06,124,347,9,M130039637
1126487126663361384,【マンスリー】Max6ppl!池袋まで4分、主要駅アクセス良、コンビニ1分、明るく清潔で快適な一軒家,531580400,Akiko,,Nakano Ku,35.73131119222871,139.6768683620655,Entire home/apt,30000,30,0,,,2,177,0,M130037727
1126488840184580254,新房限时促销！全新1K公寓-603：电梯/双人床/洗衣机/电视/浴室烘干/WIFI/东武晴空塔线,229627088,宅東,,Sumida Ku,35.72492,139.81723,Entire home/apt,18118,3,9,2024-12-03,1.05,124,352,9,M130039663
1126488948427101692,新房限时促销！全新1K公寓-703：电梯/双人床/洗衣机/电视/浴室烘干/WIFI/东武晴空塔线,229627088,宅東,,Sumida Ku,35.723397039093285,139.81559130580675,Entire home/apt,29246,3,8,2024-10-29,1.06,124,354,8,M130039674
1126489043809295336,新房限时促销！全新1K公寓-803：电梯/双人床/洗衣机/电视/浴室烘干/WIFI/东武晴空塔线,229627088,宅東,,Sumida Ku,35.72306,139.81579,Entire home/apt,29246,3,10,2024-10-19,1.17,124,361,10,M130039684
1126519964995443969,5 minutes walk from the station/Designers,462984916,Sumyca,,Bunkyo Ku,35.72945713304973,139.74182591427908,Entire home/apt,19500,30,1,2024-10-16,0.39,22,141,1,M130031231
1126559469667682395,3 minutes walk from Waseda Station/designers,463143698,Sumyca,,Shinjuku Ku,35.71096,139.7224,Entire home/apt,25500,30,1,2024-07-16,0.18,17,266,1,M130031462
1126601552894471763,Popular Akasaka area/Spacious 2LDK/Exclusive,497996834,圭太,,Minato Ku,35.67391,139.73282,Entire home/apt,90000,30,1,2024-11-23,0.79,20,237,1,M130032563
1126612577937101163,広い庭の日本家屋に住まう,474979321,直子,,Ome Shi,35.79978427130363,139.1789161786437,Entire home/apt,37143,1,10,2024-10-20,1.92,4,359,10,M130039651
1126627272585842476,Popular Akasaka area/Spacious 2LDK/Exclusive,497996834,圭太,,Minato Ku,35.67391,139.73336,Entire home/apt,90000,30,1,2024-11-03,0.52,20,253,1,M130032564
1126641208218500877,1 station from Ikebukuro / 3 lines available,506820163,カーサ,,Bunkyo Ku,35.72465074380902,139.7376608893605,Entire home/apt,9680,30,0,,,18,201,0,M130033183
1126693540967299111,Shinjuku station is within walking distance,510879891,Sumyca,,Shinjuku Ku,35.69062239260491,139.7167470840264,Entire home/apt,36000,30,1,2024-06-16,0.15,67,233,1,M130036112
1126731908877115894,Cozy room 1F/6 min station/West Shinjuku/4 guests,517818337,Netexboom Japan,,Shinjuku Ku,35.69633,139.68803,Entire home/apt,16304,2,10,2024-11-18,1.76,49,28,10,M130038822
1126732125350466707,Cozy room 2F/ 6min station/ West Shinjuku/ 6guests,517818337,Netexboom Japan,,Shinjuku Ku,35.69764,139.69005,Entire home/apt,26048,2,3,2024-05-19,0.38,49,168,3,M130035588
1126732324757660688,Cozy room 2F/ 6min station/ West Shinjuku/ 6guests,517818337,Netexboom Japan,,Shinjuku Ku,35.69819951884323,139.68982199186067,Entire home/apt,26371,2,14,2024-12-16,2.30,49,28,14,M130038822
1126811188796183897,梅102；JR池袋徒歩7分钟;山手線交通便利;Wifi,60476303,LuLu,,Toshima Ku,35.73523163387219,139.7084416015959,Entire home/apt,21429,1,12,2024-10-08,1.45,23,158,12,M130037801
1126952182096001897,"Japanese style room 
4 min to Minowa station walk",531205997,Kwangin,,Taito Ku,35.72888593580196,139.79424458530107,Private room,8000,2,21,2024-11-15,2.50,3,214,21,M130035894
1127095747086341019,築浅50平米/駅徒歩5分/最寄り駅から新宿西口駅まで電車7分,542198715,Yasuko,,Shinjuku Ku,35.702269027958465,139.72571050161545,Entire home/apt,28914,3,1,2024-07-06,0.17,2,140,1,M130038795
1127097306166028912,渋谷区 人気のエリア　幡ヶ谷駅6分閑静な住宅街にあるマンション　,164066387,高倉,,Shibuya Ku,35.67548,139.67211,Entire home/apt,,1,5,2024-10-24,0.58,6,0,5,M130037040
1127152292228953495,jasmine小屋超级便利的位置，全新的建筑，设备最齐全,570496015,岩岩,,Shinjuku Ku,35.70153,139.69822,Entire home/apt,,2,26,2024-12-15,3.04,1,2,26,M130039545
1125719740395217484,【長期宿泊】ゆっくりできる宿|観光地近い|浅草|新宿|渋谷|貸切|最大10人|シャワー2|トイレ2,40762632,Tomoyuki,,Katsushika Ku,35.73880236658114,139.83488155661837,Entire home/apt,25000,30,1,2024-07-15,0.18,4,293,1,M130038134
