id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
1050455907556722610,接機優惠Dec hot sale.生活態度決定生活方式/饒河夜市/3房3衛浴,12812606,Simon,,信義區,25.045467485740755,121.57639097488364,Entire home/apt,6473,2,11,2024-11-17,0.88,15,357,9,
1050592875199089980,Ximen Elevator House,24255356,坤琪,,萬華區,25.04472,121.50771,Entire home/apt,3214,3,31,2024-12-10,2.58,5,144,31,
1050600708721709173,Sweet House,24255356,坤琪,,萬華區,25.04284,121.50792,Entire home/apt,2371,3,34,2024-12-19,2.79,5,241,34,
1050620261634011189,Near MRT大安森林公園、永康街 電梯兩房 可住六人,346656524,Ola,,中正區,25.03618,121.53186,Entire home/apt,5015,5,14,2024-12-06,1.15,21,348,14,
1050638248752710375,蘭公社-肆 My Home in Taipei,57613951,Bo-Yu,,大同區,25.063283327222685,121.51548585371687,Entire home/apt,3000,2,42,2024-12-30,3.38,3,320,41,
1050656930208179260,Ximen Station/城市拿鐵簡約/Taipei101/台北車站/1-2人,103420076,Pearl,,萬華區,25.04249,121.50395,Entire home/apt,2556,5,40,2024-12-14,3.23,4,151,39,
1050701025301029594,古亭景觀公寓,56532738,Jesse,,中正區,25.026316665463114,121.51186287403107,Private room,637,30,2,2024-11-30,0.28,11,213,2,
1051039932814409252,TPEHS D701/白色琴鍵/夜市/台北車站/西門町/捷運西門站走路5分鐘/電梯/住1-6人,539813308,Home,,萬華區,25.042397456641265,121.50440352270996,Entire home/apt,2290,2,30,2024-12-02,2.47,42,168,30,
1051057647509200277,台北101discountD702黑色琴鍵/夜市台北車站西門町/捷運西門站走路5分鐘/電梯1-6人,539813308,Home,,萬華區,25.04229,121.50343,Entire home/apt,2228,2,31,2024-12-15,2.54,42,159,31,
1051063855566202669,接機優惠Dec hot sale雙客廳雙廚房Villa(2f+3f+4f)6 rooms 16ppl,58666148,Cookie,,信義區,25.047038852675033,121.5763955810491,Entire home/apt,14310,2,5,2024-09-27,0.40,21,262,2,
1051127322410455570,10 mins MRT City Hall station/apt for 6,267060490,言舲,,信義區,25.04501,121.57112,Entire home/apt,4814,7,5,2024-12-20,0.92,2,88,5,
1051272692636723348,Happy Home,24255356,坤琪,,萬華區,25.04426,121.50779,Entire home/apt,3479,3,30,2024-12-14,2.45,5,129,29,
1051294429637687776,西門町雙人1號房 Ximending double room 1,122764186,Kyo,,萬華區,25.044001,121.5077991,Entire home/apt,2250,2,42,2024-12-09,3.41,86,65,41,
1051310620072468478,西門町雙人2號房 Ximending double room 2,122764186,Kyo,,萬華區,25.044001,121.5077991,Entire home/apt,2270,2,30,2024-12-08,2.47,86,84,30,
1051313475453201808,西門町雙人3號房 Ximending double room 3,122764186,Kyo,,萬華區,25.044001,121.5077991,Entire home/apt,1963,2,40,2024-12-10,3.48,86,81,40,
1051318641605568892,西門町雙人4號房 Ximending double room 4,122764186,Kyo,,萬華區,25.044001,121.5077991,Entire home/apt,1433,2,47,2024-11-19,3.85,86,47,47,
1051321892062918608,西門町雙人5號房 Ximending double room 5,122764186,Kyo,,萬華區,25.044001,121.5077991,Entire home/apt,1406,2,28,2024-12-15,2.34,86,72,28,
1051329043558778796,西門町雙人7號房 Ximending double room 7,122764186,Kyo,,萬華區,25.044001,121.5077991,Entire home/apt,1448,2,37,2024-12-13,3.26,86,77,37,
1051331800058805031,西門町雙人8號房 Ximending double room 8,122764186,Kyo,,萬華區,25.044001,121.5077991,Entire home/apt,1433,2,45,2024-12-12,3.65,86,64,43,
1051353202330718113,北車悠閒雙人房 TaipeiStation DoubleRoom,122764186,Kyo,,中正區,25.0447601,121.5167449,Private room,1711,2,25,2024-12-02,2.07,86,12,25,
1051441569633767724,暮光公寓 loft x 健身教練 ｜台北 101 ｜Gym｜夜市 ｜cafe｜MRT捷運站｜Pool,357062477,天恩,,信義區,25.033011870314063,121.56133329348432,Entire home/apt,4427,15,2,2024-06-09,0.24,29,180,2,
1051576479357652547,Ximen Station/遇見波希米亞/Taipei101/台北車站/1-2人,103420076,Pearl,,萬華區,25.04173955571136,121.50431949847778,Entire home/apt,2599,5,31,2024-12-19,2.72,4,122,31,
1051654556839568766,中山國中捷運站旁/一大床double/系統線上入住/多種設計房型依照當天房況安排,24750748,育嘉,,中山區,25.05814,121.54336,Private room,1640,1,4,2024-04-06,0.33,7,260,3,
1051783607628385880,CozyApt  10secs XimenMrt 西門町時尚房 -1,28103867,Henry,,萬華區,25.041130397989875,121.50668986437309,Entire home/apt,7060,4,26,2024-12-16,2.26,38,72,26,
1051801422496193243,"台北市綠線MRT,近捷運站,地鐵(#古亭#台電大樓站)/步行5-7分鐘＃師大＃台大＃公館＃永康街",512402035,Yu Yu,,中正區,25.021019236722555,121.52416355987256,Entire home/apt,2021,3,1,2024-06-08,0.14,2,284,1,
1051856919141115344,Newtro / 西門町商圈 / 電梯大樓 / 西門捷運站旁 / 單獨臥室 /  2張雙人床 /,513913354,Archer,,萬華區,25.04638,121.50595,Entire home/apt,3188,2,33,2024-12-13,2.70,2,162,33,
1052032243311522725,23.1 ㎡雙人床套房（獨立衛浴）,61907852,Louis,,大安區,25.02487,121.5303,Private room,1286,1,15,2024-08-19,1.51,2,250,15,
1052048104313320362,MRT台北車站徒步3分鐘抵達/京站樓上/兩房一廳,24781354,Aj,,大同區,25.0489564,121.5178253,Entire home/apt,5500,3,50,2024-12-26,4.14,4,124,50,
1052060763935860995,TPEHS D706/藍色氣泡/夜市/台北車站/西門捷運西門站走路5分鐘/電梯/住1-8人,539813308,Home,,萬華區,25.04259130499497,121.50328593558363,Entire home/apt,2754,2,29,2024-12-02,2.41,42,167,29,
1052082377217952767,Christmas*Gorgeous CBD Loft Three Rooms#忠孝敦化,491437310,Mandy,,大安區,25.04191,121.55331,Entire home/apt,5488,2,18,2024-12-09,1.44,6,175,14,
1052084434367148159,台北101discountD70A/紅色時尚/夜市/台北車站/西門捷運西門站走路5分鐘/電梯1-4人,539813308,Home,,萬華區,25.04222,121.50309,Entire home/apt,2070,2,24,2024-12-21,2.21,42,167,24,
1052252314631663566,北歐原木設計(家門免費停車) scandinavian style for 10ppl,92890581,Amelia,,信義區,25.04229,121.56801,Entire home/apt,5234,2,39,2024-12-20,3.14,9,157,36,
1052462067449161253,信義區101旁舒適泡澡屋,146254191,Joseph & Elva,,信義區,25.033525731638445,121.5613121778463,Entire home/apt,,30,0,,,30,89,0,
1052530077783495299,MRT 大安森林公園電梯三房家庭房 近永康街,346656524,Ola,,中正區,25.03485,121.53136,Entire home/apt,7031,5,15,2024-12-31,1.24,21,333,15,
1052536491370136526,接機優惠 Dec hot sale.2人即可包層/療癒人心主旋律/月租另有優惠,107844067,Debby,,松山區,25.0495489,121.5597008,Entire home/apt,3764,2,8,2024-12-17,0.64,14,348,5,
1052550422662163826,Sünlit Peäch 沐光 | 西門町商圈/西門捷運/4+2人房/獨立機洗/整層空間/2房2廳,651807716,Ina,,萬華區,25.03976,121.50575,Entire home/apt,4016,3,39,2024-12-07,3.23,16,226,39,
1052609767338245958,西門시먼/Ximen MRT(1min)/全新裝潢2-4p,250237099,Sally,,萬華區,25.0434435,121.5079751,Entire home/apt,1554,2,35,2024-12-14,2.85,13,188,34,
1052643940033620000,B全新裝潢時尚獨立電梯套房 台北市精華地段 2分鐘大安捷運站(近101、信義商圈、通化夜市）,584855782,Ruo Syuan,,大安區,25.03451278167392,121.54532569882329,Entire home/apt,6000,2,27,2024-11-19,2.29,6,192,27,
1052736596663305908,"Gu頂極裝璜-設計師之家-國父紀念館MRT走路2分鐘
近101
share house",22840761,Kikina,,大安區,25.03931,121.55577,Private room,1916,90,3,2024-10-28,0.25,21,122,3,
1052912958271383612,T50#Taipower Building MRT#Ximen#NTNU#1-10pax#Promo,520435957,Momo,,大安區,25.02421059922431,121.53169761864518,Entire home/apt,9214,2,23,2024-12-17,2.07,2,165,23,
1053177623405711093,【東區】Jay Chou/A-Mei演唱會/電梯6-8人房/3房2衛/巷弄美食/國父紀念館/忠孝敦化,330579461,Toto,,大安區,25.042023979322884,121.5555287833455,Entire home/apt,5488,2,17,2024-12-31,1.47,30,175,17,
1053291233015999209,[Digital Nomad Stays]專業工作站｜高速網路｜高生產力,33878491,Maurice,,中山區,25.04947,121.54057,Private room,500,30,1,2024-01-01,0.08,11,54,1,
1053351629730509152,D5 / Ximen / Walk 5 min / Taipei 101 / Red House/,221534550,Anne,,萬華區,25.04503567271638,121.50485402941617,Entire home/apt,1314,2,4,2024-12-11,0.40,48,88,4,
1053359446108790383,古亭景觀公寓,56532738,Jesse,,中正區,25.025836846346056,121.51101810831005,Private room,637,30,3,2024-11-18,0.25,11,48,3,
1053377424317239923,S67#Shandao Temple MRT#Ximen#1-10pax#Monthly promo,520435957,Momo,,中山區,25.04783,121.52959,Entire home/apt,9859,2,39,2024-12-08,3.19,2,158,38,
1053504969370079675,| Sünlit Blüe 微光 | 西門町商圈/西門捷運/專屬衛浴/1房1廳/雙人床/apt(s),651807716,Ina,,萬華區,25.038462845514115,121.50608901782616,Entire home/apt,1502,3,22,2024-10-25,1.86,16,227,22,
1053509403275810275,| Sünlit Greeň 樹影 | 西門町商圈/西門捷運/乾濕分離衛浴/專屬獨立機洗,651807716,Ina,,萬華區,25.03834406368015,121.50533554427572,Entire home/apt,2493,3,22,2024-12-08,1.89,16,221,22,
1053513728853103934,| Sünlit Graÿ 靜謐 | 西門町商圈/西門捷運/專屬獨立機洗/乾濕分離衛浴,651807716,Ina,,萬華區,25.04037970949096,121.50576162505371,Entire home/apt,3607,3,41,2024-12-08,3.38,16,220,41,
1053538038990110742,5D 永春捷運站BL.19、Taipei101、饒河夜市,200308646,Terry,,信義區,25.03758,121.57715,Entire home/apt,1393,2,33,2024-12-28,2.70,5,72,33,
1054141667542381263,Hömeÿ Cožy 曉*曉 | 探索台北\西門町商圈 1 分鐘\西門捷運\專屬衛浴\單人房\有冰箱,651807716,Ina,,萬華區,25.04612550753833,121.50715319164067,Entire home/apt,,3,31,2024-12-15,2.60,16,228,31,
1054146924844735340, 大降價 ｜小巨蛋捷運2分鐘｜一樓優質房源｜便利｜8人｜101｜饒河夜市｜美食,507851088,Erin,,松山區,25.05256,121.55397,Entire home/apt,5306,2,36,2024-12-16,2.95,3,134,36,
1054705441550381946,高級雙人房/西門町/捷運站6分鐘/獨立衛浴/WiFi/1張雙人床/台北,44894851,冠翔,,萬華區,25.04324,121.50444,Private room,4063,1,0,,,3,178,0,
1054781122533614135,101同區/捷運共構/飯店式的獨立月租套房,19216347,心誠,,信義區,25.04294,121.58131,Entire home/apt,1459,30,0,,,35,124,0,
1054815313019317445,[Mingde MRT Station] 明德捷運5分鐘/全新裝潢安靜套房附設浴缸,46266672,ChingWen,,北投區,25.11000168100711,121.51538189918567,Private room,1100,2,25,2024-12-22,2.27,1,153,25,
1054831852152740353,優惠 臺北 2人房 Taipei main station 白色空間,319788512,Shelley,,中正區,25.04605,121.51448,Entire home/apt,17857,1,2,2024-01-04,0.16,16,90,1,
1054834407210946032,優惠 臺北 2人房 Taipei main station 白色空間,319788512,Shelley,,中正區,25.04444250699287,121.51442253971742,Entire home/apt,17857,1,2,2024-01-02,0.16,16,90,1,
1054838920511045916,優惠 臺北 4人房 Taipei main station 白色空間,319788512,Shelley,,中正區,25.04634,121.51662,Entire home/apt,28857,1,3,2024-10-03,0.24,16,90,2,
1054839732025797959,接機優惠Dec hot sale./2025与阿妹跨年有约/独享包栋3层楼,268347453,Nigel,,松山區,25.04572,121.55256,Entire home/apt,4443,2,2,2024-08-13,0.35,19,361,2,
1054956996982067747,"Single Room (402)｜Near Yongkang St., MRT Dongmen",552688490,Jung-Che,,中正區,25.035,121.53074,Private room,716,4,25,2024-12-29,2.08,17,308,25,
1055038336649696990,捷運松山站大套房,552716465,Li,,松山區,25.050646669148307,121.57306417822838,Private room,1286,2,0,,,1,268,0,
1055325209873503260,Rainbow Valley @ Yangmingshan,9675875,Lucy,,士林區,25.13913,121.54438,Entire home/apt,27071,1,12,2024-10-09,1.51,8,353,12,
1055395021169506332,台北大安區近捷運溫馨大三房,55419912,Jerry,,大安區,25.026321451305755,121.55176883742554,Entire home/apt,80000,7,4,2024-02-04,0.33,2,37,4,
1055402349089474840,"Single Room (501)｜Near Yongkang St., MRT Dongmen",552688490,Jung-Che,,中正區,25.03441293731133,121.53058156823822,Private room,752,4,25,2024-12-27,2.26,17,322,25,
1055421556039700788,1 Bunk @ 4-Person Mixed Dorm (401A),552688490,Jung-Che,,中正區,25.03509,121.53243,Shared room,382,4,14,2024-09-16,1.16,17,308,14,
1055432352490262424,"Urban Oasis
Central & Spacious",26136892,M,,大安區,25.04218,121.53904,Entire home/apt,5953,4,36,2024-11-30,2.98,2,127,36,
1055466876036571674,Christmas*Hoilday in Zhongshan MRT Station赤峰街#爵士廣場,491437310,Mandy,,中山區,25.05141435077609,121.52217533476855,Entire home/apt,5775,2,29,2024-12-08,2.47,6,164,29,
1055471764115481541,接機優惠Dec hot sale雍容大氣的匠人的手作工藝 NTNU +MRT 5min.,58666148,Cookie,,大安區,25.023775026267764,121.52589767223432,Entire home/apt,4940,2,21,2024-12-25,1.70,21,361,18,
1055683087654930697,Spacious and lovely place.,21904155,Michael,,士林區,25.094185619126215,121.51997278531698,Entire home/apt,30000,1,0,,,1,211,0,
1055723859560827675,(41) 陽台房/ 4床/ 鄰近台北車站、機場捷運/ 西門町、大稻埕,172149908,昭明,,大同區,25.05185541874902,121.51384885996264,Entire home/apt,5657,3,34,2024-12-26,2.79,20,77,34,
1055742232681977002,7min 西門ximen 2-4pax  新世界,550625759,竣維,,萬華區,25.04357818640251,121.50361407548188,Entire home/apt,991,2,45,2024-12-13,4.38,4,108,45,
1055754560323572135,Stunning apt with lift 5 mins to MRT,230184578,Anna,,信義區,25.017251454335508,121.5613487409256,Entire home/apt,2857,3,10,2024-12-17,0.96,9,152,10,
1056078034805184913,【心中山】Jay Chou/A-Mei演唱會/4房2衛/線形公園/爵士廣場/赤峰街/MRT中山站,330579461,Toto,,中山區,25.051153548292316,121.52039803124627,Entire home/apt,,2,5,2024-12-15,0.62,30,164,5,
1056152845093200253,西門町Ximen/全新裝潢電梯大樓/MRT(1min)/家樂福(3min)/3～16p,250237099,Sally,,中正區,25.0378,121.50821,Entire home/apt,4229,2,37,2024-12-14,3.04,13,164,37,
1056239488908081735,Near mrt 西門ximen  4-5pax,550625759,竣維,,萬華區,25.043566643692717,121.50360770523547,Entire home/apt,2046,2,46,2024-12-17,4.06,4,38,46,
1056316560945817076,(23)溫馨舒適/ 鄰近台北車站/ 機場捷運3分鐘、西門町、大稻埕,172149908,昭明,,大同區,25.050290819585605,121.51420152038365,Entire home/apt,3827,3,16,2024-12-17,1.50,20,83,16,
1056365823931793866,Center of Taipei 200M  MRT for 2/monthly rent（月租）,195055068,ChuPeng,,中山區,25.05733055314896,121.52383524924515,Entire home/apt,3000,30,13,2024-12-05,1.11,1,254,13,
1056381275530428968,(33)近台北車站/ 機場捷運3分鐘/ 2房3床/ 鄰近西門町、大稻埕,172149908,昭明,,大同區,25.052527598704202,121.51410928670467,Entire home/apt,4026,3,23,2024-12-10,2.14,20,81,23,
1056414107779054646,接機優惠 Dec hot sale scandinavian style 捷運站5分鐘/八面玲瓏,119870232,도민,,中山區,25.05949629202201,121.5250922186836,Entire home/apt,3126,2,27,2024-12-22,2.23,17,363,27,
1056437338102851770,(21)2床/ 近台北車站/ 機場捷運3分鐘、西門町、大稻埕,172149908,昭明,,大同區,25.04968,121.51335,Entire home/apt,3717,3,24,2024-11-17,1.99,20,97,24,
1056456995163630426,(22)3房/ 近台北車站/ 機場捷運3分鐘、西門町、大稻埕,172149908,昭明,,大同區,25.051680875962084,121.51445201811393,Entire home/apt,3969,3,19,2024-12-28,1.57,20,106,19,
1056492046104692062,(31)3房/ 近台北車站/ 機場捷運3分鐘、西門町、大稻埕,172149908,昭明,,大同區,25.05026,121.51466,Entire home/apt,4036,3,24,2024-11-25,2.35,20,77,24,
1056505315334017683,Taipei NTNU Apt Blue Room 5F-3,125647931,Adam,,中正區,25.0242822,121.5225843,Private room,,1,1,2024-01-22,0.09,12,0,1,
1056812193499224630,"Single Room (502)｜Near Yongkang St., MRT Dongmen",552688490,Jung-Che,,中正區,25.03482,121.53117,Private room,745,5,17,2024-12-28,1.41,17,207,17,
1056826772268714662,"Single Room (404)｜Near Yongkang St., MRT Dongmen",552688490,Jung-Che,,中正區,25.03442,121.53041,Private room,695,4,6,2024-12-19,0.49,17,176,6,
1056852823644815856,"Single Room (403)｜Near Yongkang St., MRT Dongmen",552688490,Jung-Che,,中正區,25.034988922682736,121.53247713987878,Private room,716,4,28,2024-12-29,2.34,17,278,28,
1056890504852587303,RO25# CKS MRT 2 min# ximen# Taipei 101# NTNU/NTU,515756856,Ann,,中正區,25.02951,121.51939,Entire home/apt,4400,2,17,2024-12-02,1.41,7,110,17,
1056918457170463411,Retro/MRT Ximen 3min/2-3人房/독립공간/Wi-Fi/陽台/heating,103961092,Eli,,萬華區,25.0431251,121.5052835,Entire home/apt,2497,3,7,2024-07-20,0.60,6,122,7,
1056936359793471590,C全新裝潢獨立電梯套房 台北市精華地段 2分鐘*大安捷運站(近101、信義商圈、通化夜市）,584855782,Ruo Syuan,,大安區,25.032725643322298,121.54343142810252,Entire home/apt,5571,2,17,2024-07-20,1.39,6,128,17,
1056948373580429369,1 Bunk @ 4-Person Mixed Dorm (401B),552688490,Jung-Che,,中正區,25.03479,121.53047,Shared room,382,4,14,2024-12-25,1.31,17,307,14,
1057081602128421075,粉紅商務房_電梯大樓_獨立衛浴_近台北車站,449664424,Janet,,大同區,25.05495,121.51389,Entire home/apt,1590,2,2,2024-03-16,0.20,11,269,2,
1057165779518266545,1 Bunk @ 4-Person Mixed Dorm (401C),552688490,Jung-Che,,中正區,25.03427,121.53052,Shared room,356,5,8,2024-12-17,0.71,17,332,8,
1057181051727342241,1 Bunk @ 4-Person Mixed Dorm (401D),552688490,Jung-Che,,中正區,25.034980887248786,121.53218969229059,Shared room,356,4,15,2024-12-26,1.84,17,329,15,
1057190891941206836,1 Bunk @ 4-Person Female Dorm (405A),552688490,Jung-Che,,中正區,25.034429719582548,121.53237096567702,Shared room,382,4,9,2024-10-24,0.77,17,330,9,
1057203159502022292,1 Bunk @ 4-Person Female Dorm (405B),552688490,Jung-Che,,中正區,25.03492,121.53236,Shared room,385,4,12,2024-12-21,1.01,17,306,12,
1057281349360841500,《ON SALE》Fashion hotel、行天宮MRTの近くにある、夜市、B級グルメ、夜景。,413599737,迪,,中山區,25.059490548168352,121.53807349878151,Entire home/apt,,1,13,2024-04-28,1.14,4,0,13,
1057460084041648275,1 Bunk @ 4-Person Female Dorm (405D),552688490,Jung-Che,,中正區,25.03492,121.53037,Shared room,356,4,7,2024-12-27,0.59,17,231,7,
1057482999175382032,忠孝敦化捷運5分鐘II/可2～4人住-提供長期月租優惠,68002236,Kelvin,,大安區,25.041953808722106,121.5542867867868,Entire home/apt,1828,1,70,2024-12-20,5.77,9,293,70,
1057519438669939029,《ON SALE》2人暖氣房全新裝潢，時尚商旅，近行天宮站《台北桐花季》,413599737,迪,,中山區,25.058945712540552,121.53653552627426,Entire home/apt,,1,15,2024-05-05,1.23,4,0,15,
1057583382864322455,Near taipei 101 Station，近行捷運天宮站。《台北桐花季》,413599737,迪,,中山區,25.0592,121.53874,Entire home/apt,,1,15,2024-06-07,1.23,4,0,14,
1057596715467522258,《ON SALE》3人暖氣房全新裝潢，時尚商旅、近行天宮捷運站，小吃眾多。《台北桐花季》,413599737,迪,,中山區,25.05740566514116,121.53821169695425,Entire home/apt,,1,13,2024-05-05,1.22,4,0,13,
1057750351170021668,"Cozy elevator suite ,central Taipei,Zhongshan dist",14567958,Jon,,中山區,25.06337,121.5285,Entire home/apt,1200,25,12,2024-12-22,1.02,18,89,12,
1057915438571614072,6B/有電梯溫馨房，獨立衛浴，西門捷運站走路六分鐘,14567958,Jon,,萬華區,25.043526697633844,121.50470359302635,Entire home/apt,1557,2,47,2024-12-14,3.91,18,138,47,
1058372265546704391,2館 台北車站30秒 臺北 4人房 Taipei main station 簡單生活,104718340,Kumiko,,中正區,25.04462,121.5153,Entire home/apt,3033,2,53,2024-11-28,4.42,11,29,53,
1058487973570815238,西門町明媚雙人房 Ximending Double room,122764186,Kyo,,萬華區,25.0447933,121.5061696,Entire home/apt,,2,11,2024-05-26,0.96,86,0,11,
1059090526139648698,Petite Artist’ room 畫室 near MRT Taipei city center,83917029,Kai Hsiang,,中正區,25.02946,121.52125,Private room,,30,2,2024-12-23,0.42,7,0,2,
1059335253050355354,文青質感裝潢 Minimalism style for 7ppl 近捷運永春站,92890581,Amelia,,信義區,25.039279960973808,121.57311380906627,Entire home/apt,2869,2,21,2024-12-27,1.75,9,173,21,
1059367544935181389,清晰簡約風格 Having a unique style for 6ppl,92890581,Amelia,,信義區,25.04104,121.5741,Entire home/apt,4020,2,39,2024-12-18,3.27,9,152,39,
1059434155818203921,西門商圈2B/捷運西門站步行1分鐘/乾濕分離衛浴/漂亮採光套房,508233574,詩純,,萬華區,25.04344,121.5079851,Entire home/apt,2331,3,15,2024-12-27,1.25,26,76,15,
1060371280313891168,東門靜巷溫馨雅房 Dongmen room B,52226032,Kaoru,,中正區,25.037892497873646,121.5311657281317,Private room,,1,4,2024-08-04,0.34,2,0,4,
1060851710437391793,l 鵝貓 l 古亭、東門、中正捷運站，大安區日治時期老宅區安靜巷道中，溫馨舒適五臟俱全,99771475,Pei,,大安區,25.0297619,121.5252971,Entire home/apt,1900,2,60,2024-12-17,5.29,1,70,60,
1061356056100098848,歡迎家庭入住/捷運市府站/2 house,499807689,Rosa,,信義區,25.040936139766846,121.56522571587435,Entire home/apt,,2,2,2024-07-03,0.24,5,265,2,
1061599504463340804,1min to MRT/7min to Taipei Doom/12min to 101/2張雙人床,499807689,Rosa,,信義區,25.042727123561377,121.56512937807392,Entire home/apt,3014,1,20,2024-12-24,1.93,5,267,20,
1061622119845673206,12min to 101 /7min to Taipei Doom/ 1min to MRT,499807689,Rosa,,信義區,25.041126795508774,121.56709036414881,Entire home/apt,3815,1,18,2024-12-23,1.58,5,258,18,
1062017076652158218,6C/捷運站西門站走路六分鐘／有電梯／wifi／西門町／獨立衛浴,14567958,Jon,,萬華區,25.04525,121.50432,Entire home/apt,,2,44,2024-12-17,3.75,18,130,44,
1062316892841028428,CityCenter/5minMRT/2Beds/6ppl/ShoppingArea/freegym,509260019,芸,,中山區,25.05948,121.52393,Entire home/apt,2943,1,0,,,3,342,0,
1062413737237855614,Luxury Z21𓇬Taipei 101𓇬6站MRT西門站𓇬5站台北站𓇬3房住2-9人𓇬全新裝修,115798819,Airbnb,,中山區,25.06291,121.54405,Entire home/apt,3181,3,10,2024-11-25,0.93,68,74,10,
1062641429332645221,天母sogo c'est la vie!,67709271,Jill,,士林區,25.10698622721863,121.52616005390882,Entire home/apt,3500,2,14,2024-12-04,1.25,3,200,14,
1063016175981893637,古亭捷運站3號出口 .離師大夜市.台大.公館.西門町都很近,11014081,Dino,,大安區,25.024257169861134,121.526567201437,Entire home/apt,,2,0,,,1,0,0,
1063352825995786495,欣賞台北101跨年煙火的最佳公寓@信義區2房2衞浴美景公寓,25523787,New Apt,,信義區,25.0271459,121.5661503,Entire home/apt,3295,2,6,2024-11-11,0.56,26,32,6,
1063354391370580809,8.25 ㎡單人房（共用衛浴）,61907852,Louis,,大安區,25.02393,121.5302351,Private room,771,1,17,2024-12-15,1.47,2,252,17,
1063491875557202193,Taipei NTU Apt Yellow Room B1,125647931,Adam,,大安區,25.0218676,121.5420451,Private room,,365,1,2024-01-08,0.08,12,89,1,
1063543341047981309,K1 AQUA City View in Room Bathtub,48399837,Urban Abode,,中正區,25.047840609636584,121.51656922169427,Entire home/apt,4751,2,9,2024-11-16,0.87,13,32,9,
1063559238473692837,西門町途眠雙人房 Ximending Double room,122764186,Kyo,,萬華區,25.0481503,121.5076135,Entire home/apt,1431,2,38,2024-12-08,3.43,86,13,38,
1063566471508329315,"Taipei NTNU/NTU /1min Taipower MRT, Shida market C",221534550,Anne,,中正區,25.020052045568498,121.52780599745408,Entire home/apt,1200,2,7,2024-12-03,0.66,48,86,7,
1063620793173522369,"台北101景觀公寓, 標準3房, 2套衞浴及陽台",25523787,New Apt,,信義區,25.0271459,121.5661503,Entire home/apt,5606,4,2,2024-11-18,0.18,26,170,2,
1063661429951645532,"全新裝潢 台北車站西門町 北門MRT5分鐘(國內訂房未開放)
溫馨房附洗衣機(月租2~5人房)",531621938,Anna,,萬華區,25.04818402030434,121.5079314659527,Entire home/apt,1936,2,38,2024-12-15,3.49,3,48,38,
1064126918927771247,台北文德Wende Flat老宅－杏仁棕大房間,225009761,Jaye,,內湖區,25.077265790902246,121.5806850406098,Private room,1450,7,4,2024-10-27,0.48,2,327,4,
1064148625996539032,【Bellavita & Breeze Prime Location】Xinyi Suite 1,156492403,Robbin,,信義區,25.044931520784946,121.56965064176428,Entire home/apt,1900,20,2,2024-01-26,0.17,3,359,2,
1064168109610102284,【Bellavita & Breeze Prime Location】Xinyi Suite 3,156492403,Robbin,,信義區,25.044041552567474,121.56755874257162,Entire home/apt,2250,20,4,2024-09-30,0.35,3,282,4,
1064169953229994265,Yumido(5mins to Ximen station),180666116,丸太,,萬華區,25.04045,121.50528,Entire home/apt,4143,3,17,2024-11-21,1.69,4,47,17,
1064174139088798641,【Bellavita & Breeze Prime Location】Xinyi Suite 2,156492403,Robbin,,信義區,25.044543896941217,121.5694952982913,Entire home/apt,1900,20,1,2024-01-21,0.09,3,321,1,
1064266145634323679,市府捷運站1分鐘/W hotel 2分鐘/大巨蛋5分鐘/信義區中心Lo-fi house,499807689,Rosa,,信義區,25.04105004323517,121.56735649052199,Entire home/apt,2935,2,22,2024-12-16,1.94,5,254,22,
1064287644465796710,MRT公館站/電梯整層2房/台大公館商圈/遠眺101煙火/限月租,441888372,TzuHan,,中正區,25.01499,121.53304,Entire home/apt,5074,28,2,2024-11-10,0.58,30,190,2,
1064303837529538144,Christmas*Trendy business district  8ppl#忠孝敦化#網拍街,500277849,Gennie,,大安區,25.04355,121.54974,Entire home/apt,5005,2,26,2024-11-24,2.18,11,174,26,
1064899670677236677,4C Taipei101 BL.19 饒河夜市 松山車站,200308646,Terry,,信義區,25.04028974114395,121.57754302869301,Entire home/apt,1171,2,37,2024-12-24,3.57,5,75,37,
1064905407845313360,Christmas*Industrial Style Decor#大安站#COZY balcony,538173077,Candice,,大安區,25.034891630719898,121.5461217187597,Entire home/apt,5316,2,23,2024-12-17,1.94,6,173,23,
1064905704171371007,感謝您探訪我溫馨的獨立套房,16642279,Lien-Chu,,士林區,25.089147990827254,121.51126299658078,Entire home/apt,1432,2,16,2024-11-16,1.48,1,159,16,
1065129294667106186,＊Taipei Ximen71／電梯2－4人房／捷運步行3分鐘／近紅樓,534087018,Yihan,,萬華區,25.04194983831582,121.50747432357699,Entire home/apt,3069,3,7,2024-10-26,0.80,3,58,7,
1065423691471158415,Gatsby 公寓｜Taipei 101｜Hanging garden ｜夜市 ｜MRT｜Gym,357062477,天恩,,大安區,25.03301,121.55662,Entire home/apt,3857,15,4,2024-09-27,0.47,29,121,4,
1065452187797668732,＊Taipei Ximen73／景觀2－4人房／捷運步行3分鐘／近紅樓,534087018,Yihan,,萬華區,25.03974215874237,121.50588105900447,Entire home/apt,3383,3,0,,,3,55,0,
1065767534858028488,Chill House,24255356,坤琪,,萬華區,25.04483680752657,121.50731098484337,Entire home/apt,3071,3,28,2024-12-08,2.41,5,163,28,
