title,author,date
97年度大學教學卓越計畫之審查結果,南方壺,2008/8/12 上午 09:15:39
贖罪,南方壺,2008/8/11 下午 12:48:22
師道不復,南方壺,2008/8/11 上午 09:11:33
2008年7月世界大學網路排名,南方壺,2008/7/25 下午 06:26:28
爭取,南方壺,2008/7/22 下午 06:28:40
岳父看女婿,南方壺,2008/7/10 下午 06:56:03
現代文豪,南方壺,2008/7/9 下午 03:51:30
98學年度博士班增設案,南方壺,2008/6/30 下午 04:17:22
臣服,南方壺,2008/6/26 下午 11:37:54
有時無為勝有為,南方壺,2008/6/12 下午 05:08:21
白老鼠,南方壺,2008/6/11 下午 02:57:14
勇闖天涯路─3,南方壺,2008/5/27 下午 03:25:54
勇闖天涯路─2,南方壺,2008/5/19 下午 06:51:57
學術至上的國科會,黃文璋,2008/5/17 下午 02:56:48
假統計之名,南方壺,2008/5/9 下午 07:10:57
勇闖天涯路─1,南方壺,2008/5/3 上午 12:46:39
統計思維─結語,黃文璋,2008/5/1 下午 12:14:13
統計思維─6紙上談兵,黃文璋,2008/4/30 下午 05:42:52
統計思維─5無罪推定,黃文璋,2008/4/30 下午 05:35:26
統計思維─4合理估計,黃文璋,2008/4/29 下午 04:01:33
統計思維─3相信機率,黃文璋,2008/4/28 下午 05:00:17
統計思維─2了解變異,黃文璋,2008/4/26 下午 04:21:43
統計思維─1善用資訊,黃文璋,2008/4/23 上午 10:50:43
金口,南方壺,2008/4/18 下午 05:40:03
統計思維─前言,黃文璋,2008/4/18 下午 02:40:51
誰與達爾文爭鋒,南方壺,2008/4/7 下午 08:47:55
自行車,南方壺,2008/4/5 下午 07:15:42
非關完美,南方壺,2008/4/3 下午 04:10:08
不要理他,南方壺,2008/4/2 下午 02:52:13
謝謝指教,南方壺,2008/3/30 下午 04:44:41
近距交戰,南方壺,2008/3/25 下午 06:46:34
不要當笨蛋,南方壺,2008/3/23 下午 02:34:30
趣味數學,南方壺,2008/3/17 下午 01:54:02
向中華棒球隊致敬,南方壺,2008/3/11 下午 05:10:26
統計思維,黃文璋,2008/3/8 下午 03:14:15
只好習慣,南方壺,2008/3/4 下午 07:01:58
玉環飛燕皆塵土,南方壺,2008/3/3 下午 01:57:12
老鼠擔重擔,南方壺,2008/2/25 上午 10:27:58
為了明日的記憶,南方壺,2008/2/23 下午 02:33:58
趣味統計,南方壺,2008/2/16 下午 06:50:10
以機率淺釋愛國者全勝奪冠夢碎,南方壺,2008/2/4 下午 04:04:38
2008年1月世界大學網路排名,南方壺,2008/1/29 下午 06:10:20
不容易辭,南方壺,2008/1/27 下午 07:36:42
不能說的秘密,南方壺,2008/1/18 下午 03:36:05
女兒的成長,南方壺,2008/1/14 下午 05:23:06
君子惡居下流,南方壺,2008/1/8 下午 03:04:20
兒童相見不相識,南方壺,2008/1/3 下午 11:28:04
高大的評鑑,南方壺,2007/12/31 下午 07:27:58
來看電影吧,南方壺,2007/12/19 下午 05:04:23
誰提昇蔣介石的影響力,南方壺,2007/12/13 下午 07:41:02
挑戰死威權,南方壺,2007/12/11 下午 06:22:02
寬宏的襟懷,南方壺,2007/12/6 下午 02:54:14
我看黛妃與女皇,南方壺,2007/11/29 下午 01:17:27
我看竊聽風暴,南方壺,2007/11/23 上午 11:36:37
當那天來臨,南方壺,2007/11/13 上午 10:49:58
學算三十五年,南方壺,2007/11/6 下午 02:40:57
入不敷出一身輕,南方壺,2007/11/1 下午 09:33:21
風花雪月,南方壺,2007/10/26 下午 04:21:56
懸崖勒馬,南方壺,2007/10/24 上午 11:10:30
豈可無原則,南方壺,2007/10/19 下午 05:51:00
信心,南方壺,2007/10/17 上午 09:07:01
董狐筆,南方壺,2007/10/15 下午 06:28:39
不再沉默,南方壺,2007/10/9 上午 11:49:17
後人而復哀後人,南方壺,2007/10/3 下午 04:57:50
誰使高大被低估？,南方壺,2007/10/2 上午 10:39:56
高大七年,南方壺,2007/9/15 上午 11:08:42
迎向評鑑,南方壺,2007/9/11 下午 06:11:56
立志做小事,南方壺,2007/9/11 下午 01:17:27
統計的不可能,南方壺,2007/9/7 下午 07:25:17
南區統計十六年,黃文璋,2007/9/4 上午 09:23:19
不問蒼生,南方壺,2007/9/3 下午 06:22:38
女兒與動物,南方壺,2007/8/21 上午 08:52:15
重新出發,南方壺,2007/8/20 上午 09:18:00
景物依舊,南方壺,2007/8/18 下午 04:03:51
孤帆遠影碧空盡,南方壺,2007/8/16 下午 04:32:59
寄語白雲,南方壺,2007/8/15 下午 03:38:04
南與北,南方壺,2007/8/14 上午 10:26:16
舐犢之念,南方壺,2007/8/11 下午 03:35:59
有女萬事足,南方壺,2007/8/10 下午 02:24:02
遠行,南方壺,2007/8/10 上午 01:11:54
天觀雙俠,南方壺,2007/8/4 下午 03:17:28
2007 年世界大學網路排名,南方壺,2007/7/29 下午 06:58:38
不知在說些什麼,南方壺,2007/7/24 下午 03:37:41
人何寥落鬼何多,南方壺,2007/7/23 下午 06:27:47
要有出息,南方壺,2007/7/17 下午 02:15:46
千金買骨,南方壺,2007/7/16 上午 09:33:01
縱容,南方壺,2007/7/14 下午 06:45:55
道不同不相為謀,南方壺,2007/7/2 下午 07:46:59
恥不如人,南方壺,2007/6/30 上午 11:12:18
力爭上游,南方壺,2007/6/26 下午 01:40:37
失敗可以成為收穫,南方壺,2007/6/20 下午 08:18:31
局部極大,南方壺,2007/6/18 下午 05:54:58
南區統計與傳統,南方壺,2007/6/14 下午 07:48:30
十六年的聯想,南方壺,2007/6/10 下午 05:02:43
虬髯客易當,南方壺,2007/6/4 下午 03:23:52
失馬與得馬,南方壺,2007/5/26 上午 09:33:34
虬髯客不易當,南方壺,2007/5/24 下午 12:17:34
骨氣,南方壺,2007/5/16 上午 02:31:04
財富由誰收取,南方壺,2007/5/14 下午 01:53:29
樂活,南方壺,2007/5/13 下午 02:48:34
弱者的名字,南方壺,2007/5/7 上午 10:49:16
愛你的舞伴,南方壺,2007/5/1 下午 01:31:58
浴風詠,南方壺,2007/4/29 下午 05:28:24
折腰,南方壺,2007/4/25 下午 03:09:25
爭入地獄,南方壺,2007/4/19 下午 12:27:43
尋根之旅,南方壺,2007/4/15 下午 06:18:50
少年子弟江湖老,南方壺,2007/4/13 下午 02:06:17
我的若干普渡經驗,黃文璋,2007/4/9 下午 06:09:53
回憶,南方壺,2007/4/1 下午 04:44:58
體檢,南方壺,2007/3/29 下午 09:02:23
孩子的爸,南方壺,2007/3/20 上午 08:45:19
權力的極限,南方壺,2007/3/18 下午 05:52:03
遠離名牌的誘惑,南方壺,2007/3/17 下午 07:18:31
論文寫作,南方壺,2007/3/11 下午 09:51:00
勿固,南方壺,2007/3/6 下午 01:34:31
遙想阿房宮,南方壺,2007/3/5 上午 08:16:15
一笑泯恩仇,南方壺,2007/3/3 下午 06:42:32
頂尖對決,南方壺,2007/3/1 下午 07:42:12
極限,南方壺,2007/2/28 下午 06:29:30
認真拍出的大爛片,南方壺,2007/2/27 下午 04:47:37
適合與適應,南方壺,2007/2/25 下午 07:31:50
心理發展完全,南方壺,2007/2/24 下午 03:28:59
罩門,南方壺,2007/2/16 下午 05:38:09
針與鋒,南方壺,2007/2/13 下午 06:00:46
總是可以讓人感動的,南方壺,2007/2/11 下午 11:12:58
算術,南方壺,2007/2/6 上午 11:48:01
千里馬常有,南方壺,2007/2/5 下午 06:38:13
以通其道,南方壺,2007/2/3 上午 11:43:06
高山流水,南方壺,2007/2/2 上午 11:32:46
堅持,南方壺,2007/2/1 下午 04:04:19
和氏之璧,南方壺,2007/1/31 下午 02:36:53
人面不知何處去,南方壺,2007/1/30 上午 11:13:39
呵護,南方壺,2007/1/28 上午 10:28:37
老鼠愛大米,南方壺,2007/1/26 上午 09:23:18
三隻小豬的聯想,南方壺,2007/1/25 上午 11:01:54
分享,南方壺,2007/1/24 下午 03:13:11
憶往,南方壺,2007/1/23 上午 09:29:18
快樂過日子,南方壺,2007/1/22 下午 12:21:52
遇到對的人,南方壺,2007/1/21 下午 01:11:40
女孩與口碑,南方壺,2007/1/18 下午 12:03:49
淨土快不保,南方壺,2007/1/17 下午 12:14:51
敬業與專業,南方壺,2007/1/14 下午 03:50:30
我痛故我在,南方壺,2007/1/13 下午 06:06:16
朋友,南方壺,2007/1/12 下午 02:38:37
氣質,南方壺,2007/1/11 下午 05:29:47
擇偶之重要,南方壺,2007/1/9 下午 05:43:59
做想做的事,南方壺,2007/1/9 下午 02:33:26
起而行,南方壺,2007/1/6 下午 04:06:40
最愛,南方壺,2007/1/5 上午 10:25:36
咖啡,南方壺,2007/1/4 下午 05:15:35
走一走,南方壺,2007/1/3 下午 06:34:46
新的一年,南方壺,2007/1/1 下午 12:45:43
海上花,南方壺,2006/12/23 下午 05:47:06
百年好合,南方壺,2006/12/19 下午 04:57:03
不到黃河心不死,南方壺,2006/12/10 下午 03:27:47
多慮,南方壺,2006/12/9 上午 09:42:24
揮別十一月,南方壺,2006/12/3 下午 01:35:51
編織,南方壺,2006/12/2 下午 07:18:41
遣懷,南方壺,2006/10/30 下午 05:26:17
有道與無道,南方壺,2006/10/15 下午 06:37:01
比盡全力還努力一倍,黃文璋,2006/10/5 下午 03:10:40
分手的快樂,南方壺,2006/10/1 下午 07:30:47
爬山的聯想,南方壺,2006/7/11 下午 12:52:19
業餘的光輝,南方壺,2006/6/23 上午 10:40:04
清君側,南方壺,2006/5/21 上午 11:58:47
知所先後,南方壺,2006/5/21 上午 11:56:16
權勢與影響力,南方壺,2006/5/17 上午 11:26:21
威權靠邊站,南方壺,2006/5/15 下午 06:00:04
天下無難事,南方壺,2006/4/14 上午 11:59:38
第一面金牌,南方壺,2006/4/13 上午 11:13:16
72.1的意義,南方壺,2006/3/9 下午 07:53:47
從風格到創意,黃文璋,2005/12/26 下午 08:39:57
扮演自己,南方壺,2005/9/12 上午 10:36:30
孤蓬萬里征,南方壺,2005/7/14 上午 10:59:38
酒興闌珊我就走,南方壺,2005/6/21 上午 08:50:28
統計與預測,黃文璋,2005/6/15 下午 02:29:43
游於藝,黃文璋,2005/6/13 上午 10:13:37
高大五年,黃文璋,2005/5/5 上午 08:18:45
感謝,黃文璋,2005/4/27 上午 10:19:04
消耗品,南方壺,2005/4/12 上午 09:11:24
弱水三千,南方壺,2005/3/29 上午 09:03:44
犬羊的宿命,南方壺,2005/3/15 上午 09:06:49
文化立館,黃文璋,2005/3/1 下午 01:24:02
文字緣同骨肉深,南方壺,2004/11/8 下午 03:58:26
那一夜我們唱詩歌,南方壺,2004/10/20 上午 08:44:09
方人,南方壺,2004/10/18 下午 04:59:49
五十以學易,南方壺,2004/10/11 下午 03:52:05
鳴琴垂拱,南方壺,2004/10/7 上午 11:50:06
時運、命運與改運,黃文璋,2004/10/6 上午 08:12:56
功成歸隱,南方壺,2004/10/4 下午 04:34:25
我愛其禮,南方壺,2004/9/30 上午 10:13:11
叛逆期,南方壺,2004/3/30 上午 09:05:48
沒有才藝的人,南方壺,2004/3/29 上午 10:40:14
人皆可以為郭靖,黃文璋,2004/3/25 上午 10:55:55
成熟的選民,南方壺,2004/2/16 上午 10:20:38
教書與電影夢,南方壺,2004/2/9 下午 04:07:03
多情流水伴人行,南方壺,2004/1/9 下午 03:38:35
虛擬偶像,南方壺,2004/1/5 上午 11:59:48
放手,南方壺,2003/12/29 上午 11:33:35
蕙質蘭心,南方壺,2003/12/8 下午 12:06:22
佳人之笑,南方壺,2003/11/17 下午 12:15:52
相配,南方壺,2003/11/10 下午 01:02:45
夢醒時分,南方壺,2003/10/8 上午 08:47:57
故人何在 煙水茫茫,南方壺,2003/10/2 下午 04:37:24
眼睛明亮後,南方壺,2003/8/13 下午 02:41:08
減少損失,南方壺,2003/8/4 下午 02:10:00
真相,南方壺,2003/7/21 下午 12:13:37
自信與感恩,南方壺,2003/7/14 下午 01:59:12
寄情與移情,南方壺,2003/7/1 上午 11:12:34
數理統計  序,黃文璋,2003/6/30 下午 05:26:03
桃李不言,南方壺,2003/6/30 上午 11:44:55
有朋自遠方來,黃文璋,2003/6/18 下午 06:20:43
閱人多矣,南方壺,2003/6/9 下午 02:48:23
好男依舊在,南方壺,2003/6/5 下午 01:54:25
泥上偶然留指爪,南方壺,2003/5/25 上午 10:58:16
阿契里斯的腳踵,南方壺,2003/5/19 下午 12:02:25
紙上談兵,黃文璋,2003/5/12 下午 03:34:57
紅塵浪裡無孤峰,南方壺,2003/4/29 上午 09:55:42
界線,南方壺,2003/4/21 下午 12:01:23
容易受傷的男人,學易,2003/4/14 下午 04:18:44
有沒有規則,黃文璋,2003/4/7 下午 04:23:18
看皇孫,南方壺,2003/4/3 上午 11:19:21
遺傳與基因,南方壺,2003/4/1 上午 08:29:53
全福,南方壺,2003/3/7 上午 11:03:35
無遠弗屆,黃文璋,2003/3/7 上午 10:31:27
歸去來兮,南方壺,2003/3/6 下午 12:11:55
姊弟戀,南方壺,2003/2/27 下午 02:06:16
角色互換,南方壺,2003/2/23 下午 01:37:03
知己與知音,南方壺,2003/2/20 下午 03:21:20
言志已酬便無志（二）,南方壺,2003/2/12 下午 03:54:15
女人香,南方壺,2003/1/28 上午 09:49:24
多情卻被無情惱,南方壺,2003/1/27 上午 09:14:41
蘭花草,南方壺,2003/1/26 上午 10:51:28
言志已酬便無志（一）,南方壺,2003/1/20 下午 12:31:59
尋找冰心,南方壺,2003/1/17 上午 10:57:25
難得有心郎,南方壺,2003/1/13 下午 12:38:01
不信青春喚不回,南方壺,2003/1/7 上午 11:32:35
我拿青春賭明天,黃文璋,2003/1/4 下午 12:09:45
戀曲1999,南方壺,2002/12/31 上午 11:23:11
一壺濁酒喜相逢,南方壺,2002/12/24 下午 02:27:39
真愛一世情,南方壺,2002/12/20 上午 09:35:33
密碼,黃文璋,2002/12/16 下午 03:45:54
蘇菲亞的選擇,南方壺,2002/12/16 下午 02:26:31
純真年代,南方壺,2002/12/11 上午 10:02:30
十年的回顧,黃文璋,2002/12/10 上午 09:01:58
找回戰場的將軍,南方壺,2002/12/9 下午 02:50:49
有心的地方,南方壺,2002/12/9 下午 01:51:51
破解密碼,黃文璋,2002/12/9 上午 10:04:52
